puesto_trabajo,nombre_empresa,pais,region_estado,categoria_busqueda,tipo_contrato,salario,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
Arquitecto(a) de Software TI,Grafton Latam,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitectoa-de-software-ti-en-santiago-las-condes-E6BB0C64E1365BA361373E686DCF3405#lc=ListOffers-Score3-4
Consultor o Analista en WMS Oracle (SaaS),GlobalTuning,cl,"Santiago - Maipú, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-o-analista-en-wms-oracle-saas-en-santiago-maipu-E9A96337C3974CB761373E686DCF3405#lc=ListOffers-Score3-5
Soporte de Redes e Infraestructura,Perceptual Consultores Ltda.,cl,"Santiago - Providencia, R.Metropolitana",sql,NA,"$ 750.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-de-redes-e-infraestructura-junior-en-santiago-providencia-486F7C21255EB15161373E686DCF3405#lc=ListOffers-Score3-6
Trabajo Desde Casa Desarrollador Java Senior / Ref. 0003,BairesDev LLC,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-senior-ref-0003-en-santiago-centro-91BCF703194ADDCC61373E686DCF3405#lc=ListOffers-Score3-7
Desarrollador .NET y Angular +15,Abenis,cl,"Santiago - Providencia, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-y-angular-15-hibrido-en-santiago-providencia-F1C20DBA96965FF461373E686DCF3405#lc=ListOffers-Score3-8
ingeniero programador,Perceptual Consultores Ltda.,cl,"Santiago - Providencia, R.Metropolitana",sql,Presencial y remoto,"$ 750.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-programador-java-junior-en-santiago-providencia-FFD0DEF5E2E0C2E361373E686DCF3405#lc=ListOffers-Score3-9
Desarrollador Full Stack,THS Consultores,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-3-anos-de-experiencia-en-santiago-centro-A52C79C9B9AFF9B261373E686DCF3405#lc=ListOffers-Score3-10
Ingeniero de Procesos Junior,NA,cl,"Santiago - Providencia, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-procesos-junior-providencia-en-santiago-providencia-3B03AFA445248F3C61373E686DCF3405#lc=ListOffers-Score3-11
Supervisor De Fraudes Santiago,Fuerza Laboral E.S.T. SPA,cl,"Santiago Centro, R.Metropolitana",sql,NA,"$ 1.500.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-fraudes-santiago-en-santiago-centro-EF948CAF4640726E61373E686DCF3405#lc=ListOffers-Score3-12
Desarrolladores Senior  Fullstack,MM ASESORIAS,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladores-senior-fullstack-en-santiago-centro-89856079F5784B3B61373E686DCF3405#lc=ListOffers-Score3-13
Analista de Automatización RPA (UiPath + Python),Esencial Consultores SPA,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-automatizacion-rpa-uipath-python-las-condes-en-santiago-las-condes-8C0C6A4A2E0EB9EC61373E686DCF3405#lc=ListOffers-Score3-14
Líder de Proyecto TI Las Condes,NA,cl,"Santiago - Las condes, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-de-proyecto-ti-las-condes-en-santiago-las-condes-4275F4D66F42654861373E686DCF3405#lc=ListOffers-Score3-15
Desarrollador Base de Datos,Valor Unico,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-base-de-datos-en-santiago-centro-4B8A927A3442107261373E686DCF3405#lc=ListOffers-Score3-16
Ingeniero/a de Automatización TI,Ingenieria informatica Kibernum S.A.,cl,"Lampa, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-automatizacion-ti-hibrido-en-lampa-en-lampa-BF38E578DD6594E261373E686DCF3405#lc=ListOffers-Score3-17
Ingeniero desarrollador,XinerLink,cl,"Santiago - Huechuraba, R.Metropolitana",sql,NA,"$ 1.150.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-desarrollador-huechuraba-en-santiago-huechuraba-938A18DD736C5A4B61373E686DCF3405#lc=ListOffers-Score3-18
Ejecutivo/a Junior de Envíos Masivos,NA,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,"$ 700.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-junior-de-envios-masivos-las-condes-en-santiago-las-condes-15A6CCE3838384AE61373E686DCF3405#lc=ListOffers-Score3-19
Desarrollador Base de Datos,Valor Unico,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-base-de-datos-en-santiago-centro-78BE675793B5BC0461373E686DCF3405#lc=ListOffers-Score3-0
Desarrollador Backend IA,Ingenieria informatica Kibernum S.A.,cl,"Santiago - Las condes, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-ia-remoto-en-santiago-las-condes-4452BD05A29312FC61373E686DCF3405#lc=ListOffers-Score3-1
Consultor y Programador TI,Atcom,cl,"Santiago - Providencia, R.Metropolitana",sql,NA,"$ 1.100.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-y-programador-ti-providencia-en-santiago-providencia-3F6B86E6BD296A4861373E686DCF3405#lc=ListOffers-Score3-2
Trabajo Desde Casa Ingeniero ETL / Ref. 0339,BairesDev LLC,cl,"Valparaíso, Valparaíso",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-etl-ref-0339-en-valparaiso-78ADDECF8249780161373E686DCF3405#lc=ListOffers-Score3-3
Planner de abastecimiento,Fuerza Laboral E.S.T. SPA,cl,"Santiago - Pudahuel, R.Metropolitana",sql,NA,"$ 1.150.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-planner-de-abastecimiento-pudahuel-en-santiago-pudahuel-C62AD1BB091ED84261373E686DCF3405#lc=ListOffers-Score3-4
Desarrollador BackEnd Node.js,BCTecnología,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-nodejs-en-santiago-centro-CB9FCED2439D3AAC61373E686DCF3405#lc=ListOffers-Score3-5
Analista de Proceso,Ingenieria informatica Kibernum S.A.,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-proceso-reemplazo-de-2-semanas-en-santiago-las-condes-9A843D51564B85BB61373E686DCF3405#lc=ListOffers-Score3-6
Desarrollador backend,Ingenieria informatica Kibernum S.A.,cl,"Concepción, Bíobío",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-concepcion-en-concepcion-E550A12C5554693461373E686DCF3405#lc=ListOffers-Score3-7
Ingeniero desarrollador Backend,Maclean Ltda,cl,"Santiago - Pudahuel, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-desarrollador-backend-en-santiago-pudahuel-F5F73616FB2EFD1461373E686DCF3405#lc=ListOffers-Score3-8
Desarrollador Backend Golang Latam,BCTecnología,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-golang-latam-en-santiago-centro-697D9887E84551E961373E686DCF3405#lc=ListOffers-Score3-9
Desarrollador Java,Ingenieria informatica Kibernum S.A.,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-java-maven-santiago-en-santiago-centro-87332DD54F22CB7061373E686DCF3405#lc=ListOffers-Score3-10
FullStack Developer Java,TicMoAI,cl,"Santiago - Providencia, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-fullstack-developer-java-en-santiago-providencia-41E9F8155FE7131E61373E686DCF3405#lc=ListOffers-Score3-11
Ingeniero Proyecto Backend Senior (especializado en integraciones),BIGTICKET,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-proyecto-backend-senior-especializado-en-integraciones-en-santiago-las-condes-8DD8E72EA37869CB61373E686DCF3405#lc=ListOffers-Score3-12
Ingeniero de Proyectos e Integracion de Sistemas TI,BIGTICKET,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,"$ 1.200.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-proyectos-e-integracion-de-sistemas-ti-con-experiencia-en-logistica-en-santiago-las-condes-A9A07C0FE5E2006661373E686DCF3405#lc=ListOffers-Score3-13
Analista de datos y Asistente Administrativo,NA,cl,"Santiago - conchalí, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-y-asistente-administrativo-santiago-presencial-en-santiago-conchali-338AC4FB8D84CCA261373E686DCF3405#lc=ListOffers-Score3-14
Arquitecto de Soluciones TI,Grafton Latam,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-soluciones-ti-en-santiago-las-condes-C972BF37839516AF61373E686DCF3405#lc=ListOffers-Score3-15
Data Scientist,Energetika,cl,"Santiago - Las condes, R.Metropolitana",sql,NA,"$ 1.500.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-scientist-full-time-en-santiago-las-condes-F2AA8E18DF7002D061373E686DCF3405#lc=ListOffers-Score3-16
Analista Cross Border,Starken,cl,"Santiago - Huechuraba, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-cross-border-en-santiago-huechuraba-D1E96DCD25ACCCE861373E686DCF3405#lc=ListOffers-Score3-17
Mobile Security Developer,TicMoAI,cl,"Santiago - Providencia, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mobile-security-developer-en-santiago-providencia-84634FE0E289DBE961373E686DCF3405#lc=ListOffers-Score3-18
Desarrollador Base de Datos Modalidad remoto,Valor Unico,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-base-de-datos-modalidad-remoto-en-santiago-centro-55A6DAA633C022D861373E686DCF3405#lc=ListOffers-Score3-19
Analista de Sistemas,Genesys Ltda.,cl,"Santiago - Providencia, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-junior-en-santiago-providencia-19B54ABEBCBE971D61373E686DCF3405#lc=ListOffers-Score3-0
Desarrollador Full Stack,Ingenieria informatica Kibernum S.A.,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-full-stack-foco-frontend-angular-en-santiago-las-condes-4E28C45F4B63516D61373E686DCF3405#lc=ListOffers-Score3-1
Desarrollador BackEnd,Cygnus,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-en-santiago-centro-C142187D7E46491961373E686DCF3405#lc=ListOffers-Score3-2
Analista QA Automation,GRUPO SMS CHILE SPA,cl,"Santiago - Providencia, R.Metropolitana",sql,Presencial y remoto,"$ 1.600.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-qa-automation-en-santiago-providencia-66DF3E9C9F6DC64D61373E686DCF3405#lc=ListOffers-Score3-3
Ingeniero/a de Datos,Ingenieria informatica Kibernum S.A.,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-datos-en-santiago-las-condes-ED9453132EA86DBC61373E686DCF3405#lc=ListOffers-Score3-4
Analista de Sistemas,Banco de Chile,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-desarrollo-de-software-en-santiago-centro-68C957C446D8BD7561373E686DCF3405#lc=ListOffers-Score3-5
Explotador de Sistema,Ingenieria informatica Kibernum S.A.,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-explotador-de-sistema-en-santiago-las-condes-AC22B32B02B7F16661373E686DCF3405#lc=ListOffers-Score3-6
Analista Mesa de Entrada,Enlace Personas,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,"$ 730.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-mesa-de-entrada-en-santiago-las-condes-16DCFC48970ED59D61373E686DCF3405#lc=ListOffers-Score3-7
Analista de Control de Calidad y Testing,GRUPO SMS CHILE SPA,cl,"Santiago - Providencia, R.Metropolitana",sql,Presencial y remoto,"$ 1.600.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-control-de-calidad-y-testing-en-santiago-providencia-8B1F4CA14F8B1C7061373E686DCF3405#lc=ListOffers-Score3-8
Práctica Administrativa en Informática,Salinas y Fabres S.A,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practica-administrativa-en-informatica-en-santiago-centro-51205DD2E4A63E2B61373E686DCF3405#lc=ListOffers-Score3-9
ingeniero Reporting,Planificacion e Ingenieria DELPRO LTDA.,cl,"Sierra Gorda, Antofagasta",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-reporting-en-sierra-gorda-48FD2AF13F06E4F461373E686DCF3405#lc=ListOffers-Score3-10
"Analista Senior BI (Reemplazo, Modalidad Híbrida)",BCTecnología,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,"$ 2.500.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-bi-reemplazo-modalidad-hibrida-en-santiago-centro-033F1A9744EA9F6E61373E686DCF3405#lc=ListOffers-Score3-11
Desarrollador Backend .Net,Genesys Ltda.,cl,"Santiago - Providencia, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-backend-net-semi-senior-en-santiago-providencia-68A08F6B2439B5FF61373E686DCF3405#lc=ListOffers-Score3-12
Analista Programador Net Core 8,Ingenieria informatica Kibernum S.A.,cl,"Santiago - Las condes, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-net-core-8-en-santiago-las-condes-5312D455E755F16961373E686DCF3405#lc=ListOffers-Score3-13
Desarrollador Back End,Banco de Chile,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-back-end-en-santiago-centro-B9E07F8C550E503361373E686DCF3405#lc=ListOffers-Score3-14
QA Performance,Softtek Chile,cl,"Santiago - Las condes, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-qa-performance-load-runner-en-santiago-las-condes-598483144B6F898D61373E686DCF3405#lc=ListOffers-Score3-15
Analista Datos e Inteligencia de Negocios,NA,cl,"San Bernardo, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-datos-e-inteligencia-de-negocios-en-san-bernardo-50C7FE07116D878A61373E686DCF3405#lc=ListOffers-Score3-16
Ingeniero (a) QA,Vertical Hunter,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-a-qa-en-santiago-centro-D45A206DB601798961373E686DCF3405#lc=ListOffers-Score3-17
Mesa de Ayuda nivel 2,SoluNegocios,cl,"Santiago Centro, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mesa de ayuda nivel-2-en-santiago-centro-53965C93AA7B8E6E61373E686DCF3405#lc=ListOffers-Score3-18
Desarrollador Fullstack Concepción,Vertical Hunter,cl,"Concepción, Bíobío",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-fullstack-concepcion-en-concepcion-6A16AD6DA011A56D61373E686DCF3405#lc=ListOffers-Score3-19
Consultor/a de Plataforma Técnica,INELCOM CHILE S A,cl,"Santiago - Ñuñoa, R.Metropolitana",sql,Presencial y remoto,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultora-de-plataforma-tecnica-rubro-telecomunicaciones-en-santiago-nunoa-3BF1750AF8B9C9B861373E686DCF3405#lc=ListOffers-Score3-0
Administrador Base de Datos,NA,cl,"Santiago - Las condes, R.Metropolitana",sql,NA,"$ 1.500.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-administrador-base-de-datos-en-santiago-las-condes-7193D710FF04E16B61373E686DCF3405#lc=ListOffers-Score3-1
Desarrollador,FRACTALIA CHILE SPA,cl,"Santiago - Las condes, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-en-santiago-las-condes-A84FFE3C0D994CEB61373E686DCF3405#lc=ListOffers-Score3-2
Analista Operaciones Senior,SoluNegocios,cl,"Santiago Centro, R.Metropolitana",sql,NA,NA,CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-operaciones-senior-en-santiago-centro-11B0E3F88FB0288161373E686DCF3405#lc=ListOffers-Score3-3
Ingeniero de datos,GRUPO SMS CHILE SPA,cl,"Santiago - Huechuraba, R.Metropolitana",sql,Presencial y remoto,"$ 1.111.111,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-datos-semipresencial-huechuraba-en-santiago-huechuraba-017B02990E4307E961373E686DCF3405#lc=ListOffers-Score3-4
"Analista Programador, Para Importante Cadena de Retail ubicada en Santiago Centro.",Grupo colchagua,cl,"Santiago Centro, R.Metropolitana",sql,NA,"$ 1.200.000,00 (Mensual)",CLP,Mensual,Computrabajo,Web Scraping,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-para-importante-cadena-de-retail-ubicada-en-santiago-centro-en-santiago-centro-2DA2F2FFD4F5A21561373E686DCF3405#lc=ListOffers-Score3-5
