cluster,puesto_trabajo,nombre_empresa,pais,region_estado,tipo_contrato,salario_minimo,salario_maximo,moneda_salario,periodo_salario,plataforma_origen,tipo_fuente_datos,enlace_oferta
21,Tecnico Electrónico  Practicante,SYSCOPY PERU SAC,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electronico-practicante-cercado-de-lima-en-lima-930077DE05EF9E1961373E686DCF3405#lc=ListOffers-Score0-9
21,Practicante de Electronica,T&T SYSTEM TECHNOLOGY SAC,Perú,"Bellavista, Callao",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-electronica-dia-en-bellavista-41F159BE4F405BEC61373E686DCF3405#lc=ListOffers-Score0-19
21,Practicante Ad Honorem – Desarrollo Web,Smart CS,Perú,"Chaclacayo, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-ad-honorem-desarrollo-web-phplaravelcodeigniter-en-chaclacayo-7F2769A911C1B08D61373E686DCF3405#lc=ListOffers-Score0-13
21,Practicante de Wordpress,QONSONANT S.A.C.,Perú,"Miraflores, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-de-wordpress-software-en-miraflores-94D5E22C8347EC0961373E686DCF3405#lc=ListOffers-Score0-0
21,Repsol: Practicante de planificación comercial,REPSOL COMERCIAL SAC,Perú,"Lima, Lima",Presencial y remoto,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-repsol-practicante-de-planificacion-comercial-comercial-en-lima-0B3698B3BE5398AC61373E686DCF3405#lc=ListOffers-Score3-7
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-AD53883F55AB047461373E686DCF3405#lc=ListOffers-Score0-8
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-1156CC190933F51A61373E686DCF3405#lc=ListOffers-Score0-7
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-8056727ADDD258E261373E686DCF3405#lc=ListOffers-Score0-6
22,R E M O T O  !! Turno mañana  8 a 5  /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o--turno-manana-8-a-5-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-ilimitadas-bono-de-energia-en-lima-E5E3B03F89F9A35F61373E686DCF3405#lc=ListOffers-Score0-5
22,R E M O T O trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-318E2B1AC7FA15D861373E686DCF3405#lc=ListOffers-Score0-4
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-5BB3AC3B01F8926461373E686DCF3405#lc=ListOffers-Score0-3
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-9DE5D54B30FA695C61373E686DCF3405#lc=ListOffers-Score0-2
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-5975A97CD18C3B2661373E686DCF3405#lc=ListOffers-Score0-15
22,¡Trabaja de Casa! Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-de-casa-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-ilimitadas-en-lima-2D1E586AC6B3D1E361373E686DCF3405#lc=ListOffers-Score0-10
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-F82332AF20C116BC61373E686DCF3405#lc=ListOffers-Score0-16
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"San Martin De Porres, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-san-martin-de-porres-539D2ADDE2509C9F61373E686DCF3405#lc=ListOffers-Score0-6
22,¡¡R E M O T O Asesor Home Office C/Sin Exp!! Te damos Laptop/Pc+Bono de luz S/90 + Internet Gratis,Covisian Perú,Perú,"Lima, Lima",,"S/. 1.130,00 (Mensual)","S/. 1.130,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o-asesor-home-office-csin-exp-te-damos-laptoppcbono-de-luz-s90-internet-gratis-descanso-fijo-domingos-planilla-completa-capacitaciones-totalmente-remuneradas-en-lima-13DFC12BA927B80F61373E686DCF3405#lc=ListOffers-Score0-0
22,Trabaja desde casa/ Sin Exp/ Mañanas/ brindamos PC +internet +Bono de luz/ Gana S/.2000 a más,Covisian Perú,Perú,"Lima, Lima",,"S/. 1.130,00 (Mensual)","S/. 1.130,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-exp-mananas-brindamos-pc-internet-bono-de-luz-gana-s2000-a-mas-home-office-lima-y-callao-en-lima-1E44D241E93F26F361373E686DCF3405#lc=ListOffers-Score0-5
22,Turno mañana  8 a 5  !! te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-turno-manana-8-a-5--te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-ilimitadas-bono-de-energia-en-lima-359D59E68E29C88461373E686DCF3405#lc=ListOffers-Score0-10
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-554236F9CEF7015E61373E686DCF3405#lc=ListOffers-Score0-7
22,Mi primer trabajo desde Casa/  Damos PC + Internet /Sin experiencia /Turno fijo 11AM a 8PM,Covisian Perú,Perú,"San Martin De Porres, Lima",,"S/. 1.025,00 (Mensual)","S/. 1.025,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mi-primer-trabajo-desde-casa-damos-pc-internet-sin-experiencia-turno-fijo-11am-a-8pm--descansa-los-domingos-y-feriados-planilla-completa-sueldo-fijo-bono-de-luz-mensual-en-san-martin-de-porres-C75824423317B04861373E686DCF3405#lc=ListOffers-Score0-8
22,R E M O T O  !! Turno mañana  8 a 5  /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o--turno-manana-8-a-5-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-ilimitadas-bono-de-energia-en-lima-09364BFC3306C2C561373E686DCF3405#lc=ListOffers-Score0-6
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-5BF945A0CEBDADEA61373E686DCF3405#lc=ListOffers-Score0-5
22,Remoto !!Turno mañana 8 a 5 /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-turno-manana-8-a-5-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-te-brindamos-pc-laptop-modem-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-DE6CB58417271D2061373E686DCF3405#lc=ListOffers-Score0-16
22,¡Home Office! / Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-home-office-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-sin-tope-en-lima-7FF3D24D8440BA8361373E686DCF3405#lc=ListOffers-Score0-1
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-35F3E186588CB08061373E686DCF3405#lc=ListOffers-Score0-6
22,R E M O T O trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-A9FE3BC580AE5AC661373E686DCF3405#lc=ListOffers-Score0-4
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-CEF0544DDEB68E0861373E686DCF3405#lc=ListOffers-Score0-1
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-B17547C7617B40E861373E686DCF3405#lc=ListOffers-Score0-1
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-45E8DAF912FC991E61373E686DCF3405#lc=ListOffers-Score0-3
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-DD5C3E0A856F006861373E686DCF3405#lc=ListOffers-Score0-4
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-D1EC18809AC9FAD061373E686DCF3405#lc=ListOffers-Score0-1
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-5E678ED615EDEAFE61373E686DCF3405#lc=ListOffers-Score0-0
22,Remoto !!Turno mañana 8 a 5 /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-turno-manana-8-a-5-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-te-brindamos-pc-laptop-modem-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-C6FC33DF230D785C61373E686DCF3405#lc=ListOffers-Score0-2
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-E90C38C22C1E4B7961373E686DCF3405#lc=ListOffers-Score0-5
22,¡Trabaja de Casa! Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-de-casa-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-ilimitadas-en-lima-59BF8091B8323C5161373E686DCF3405#lc=ListOffers-Score0-9
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-513D4718D2CAA2D461373E686DCF3405#lc=ListOffers-Score0-18
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-BF1F6349DEDD90CC61373E686DCF3405#lc=ListOffers-Score0-12
22,Home Office !! Desde Casa / Damos Laptop + Internet / Bono de Luz / Descansa Domingos,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-home-office-desde-casa-damos-laptop-internet-bono-de-luz-descansa-domingos-planilla-completa-en-lima-891F19F8A86720BC61373E686DCF3405#lc=ListOffers-Score0-5
22,R E M O T O trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-DCA301A7284817EB61373E686DCF3405#lc=ListOffers-Score0-12
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-918CC3BA437FFEE461373E686DCF3405#lc=ListOffers-Score0-11
22,R E M O T O trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-9B602F4B2987D7A661373E686DCF3405#lc=ListOffers-Score0-12
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-A3BBA5959744188761373E686DCF3405#lc=ListOffers-Score0-11
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-DC4FEF71865BF66861373E686DCF3405#lc=ListOffers-Score0-9
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-5184D0424A4F76B161373E686DCF3405#lc=ListOffers-Score0-10
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-03358E6BEFE8E57A61373E686DCF3405#lc=ListOffers-Score0-5
22,¡Trabaja de Casa! Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-de-casa-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-ilimitadas-en-lima-5964CB78BCA7F9FB61373E686DCF3405#lc=ListOffers-Score0-13
22,Trabaja desde casa/ Sin experiencia/ damos pc + internet/ Sueldo basico 1200 + bono de luz M,Covisian Perú,Perú,"Los Olivos, Lima",,"S/. 1.200,00 (Mensual)","S/. 1.200,00 (Mensual)",PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-desde-casa-sin-experiencia-damos-pc-internet-sueldo-basico-1200-bono-de-luz-m-planilla-completa-desde-casa-en-los-olivos-E5D66D9F9BFF649A61373E686DCF3405#lc=ListOffers-Score0-18
22,¡Home Office! / Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-home-office-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-sin-tope-en-lima-1A1C7ADEF52CE1CE61373E686DCF3405#lc=ListOffers-Score0-8
22,R E M O T O  !! Turno mañana  8 a 5  /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-r-e-m-o-t-o--turno-manana-8-a-5-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-ilimitadas-bono-de-energia-en-lima-32CAE4FEDEE4BBBA61373E686DCF3405#lc=ListOffers-Score0-14
22,¡Home Office! / Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-home-office-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-sin-tope-en-lima-72DCF19C29C355F561373E686DCF3405#lc=ListOffers-Score0-13
22,Ingresa Hoy! Remoto !!Turno mañana /Asesor de ventas /te brindamos PC/ Lap + Internet + Bono de Luz,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingresa-hoy-remoto-turno-manana-asesor-de-ventas-te-brindamos-pc-lap-internet-bono-de-luz-s1130-planilla-completa-comisiones-bono-de-energia-en-lima-456BEE2152B681CF61373E686DCF3405#lc=ListOffers-Score0-18
22,Remoto trabaja desde casa Turno mañana /Damos Laptop + internet/ Fijo s/1130 +bono electricidad,Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-trabaja-desde-casa-turno-manana-damos-laptop-internet-fijo-s1130-bono-electricidad-te-brindamos-herramientas-de-trabajo-en-lima-6DC5F9043162FD0B61373E686DCF3405#lc=ListOffers-Score0-15
22,¡Home Office! / Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-home-office-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-sin-tope-en-lima-AD7E21B4FAB226B561373E686DCF3405#lc=ListOffers-Score0-5
22,¡Trabaja de Casa! Brindamos PC + Sueldo fijo + internet + Bono de Luz (hasta S/90),Covisian Perú,Perú,"Lima, Lima",,,,PEN,Mensual,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-de-casa-brindamos-pc-sueldo-fijo-internet-bono-de-luz-hasta-s90-comisiones-ilimitadas-en-lima-F04A026DD7CD0E4761373E686DCF3405#lc=ListOffers-Score0-0
