puesto_estandarizado,nombre_empresa,ubicacion,modalidad,salario
Vendedor Canal Tradicional,Eurofirms Perú,,,
Vendedor Canal Tradicional,Eurofirms Perú,,,
Vendedor Canal Tradicional,Eurofirms Perú,,,
Vendedor Canal Tradicional,,,,1130.0
Vendedor Canal Tradicional,CONSERH,,,1130.0
Vendedor Canal Tradicional,AUREN SA,,,
Vendedor Canal Tradicional,GRUPO VALLENORTE,,,
Vendedor Canal Tradicional,CONSERH,,,1130.0
Vendedor Canal Tradicional,Overall Strategy,,Presencial y remoto,
Vendedor Canal Tradicional,,,Presencial y remoto,
Vendedor Canal Tradicional,Solimano Asociados,,,1530.0
Vendedor Canal Tradicional,CONSERH,,,
Vendedor Canal Tradicional,Manpower,,,
Vendedor Canal Tradicional,Solimano Asociados,,,1530.0
Vendedor Canal Tradicional,CONSERH,,,
Vendedor Canal Tradicional,CONSERH,,,1130.0
Vendedor Canal Tradicional,CONSERH,,,1130.0
Vendedor Canal Tradicional,CONSERH,,,1130.0
Vendedor Canal Tradicional,Overall Strategy,,Presencial y remoto,
Vendedor Canal Tradicional,,,,
Vendedor Canal Tradicional,,,,1130.0
Vendedor Canal Tradicional,Manpower,,,
Vendedor Canal Tradicional,AUREN SA,,,
Vendedor Canal Tradicional,Overall Strategy,,Presencial y remoto,
Vendedor Canal Tradicional,Soporte Promocional SAC,,,1200.0
Vendedor Canal Tradicional,Manpower,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1025.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,
Internet Bono Luz,Covisian Perú,,,1130.0
Internet Bono Luz,Covisian Perú,,,
Mozo San Isidro,Pasteleria San Antonio,,,1130.0
Mozo San Isidro,Amarena Café Urbano,,,
Mozo San Isidro,COSTANERA 700,,,
Mozo San Isidro,Cebicheria Conchas Negras,,,1200.0
Mozo San Isidro,Los Portales,,,
Mozo San Isidro,RESTURANTE NAGOYA,,,
Mozo San Isidro,PARDOS CHICKEN,,,1500.0
Mozo San Isidro,Sodexo Perú S.A.C.,,,1220.0
Mozo San Isidro,Explora,,,
Mozo San Isidro,la casita del pescado frito,,,1200.0
Mozo San Isidro,Señor Limon Sac,,,1300.0
Mozo San Isidro,Los Portales,,,
Mozo San Isidro,,,,
Mozo San Isidro,KAMILA SERVICIO ALIMENTARIO S.A.C.,,,1200.0
Mozo San Isidro,Inti Raymi S.A.,,,1200.0
Mozo San Isidro,CHIFA TEO,,,
Mozo San Isidro,GENERAL CONSULTIC S.A.C.,,,
Maquinista Acabados Iii,AGROINDUSTRIAL MOLINOS TROPICAL,,,1500.0
Maquinista Acabados Iii,AGROINDUSTRIAL MOLINOS TROPICAL,,,1500.0
Maquinista Acabados Iii,Austral Group S.A.A.,,,
Maquinista Acabados Iii,Laboratorios Portugal,,,
Maquinista Acabados Iii,CORPORACION ENERJET S.A.,,,1900.0
Maquinista Acabados Iii,Amauta,,,
Maquinista Acabados Iii,Well HR,,,
Maquinista Acabados Iii,SMI,,,
Maquinista Acabados Iii,Nicoll Perú S.A,,,
Maquinista Acabados Iii,SMI,,,1800.0
Maquinista Acabados Iii,Nicoll Perú S.A,,,
Maquinista Acabados Iii,SMI,,,
Maquinista Acabados Iii,Nicoll Perú S.A,,,
Maquinista Acabados Iii,Amauta,,,
Maquinista Acabados Iii,Amauta,,,
Maquinista Acabados Iii,Ecopacking,,,
Maquinista Acabados Iii,Label Perú S.A.C.,,,
Maquinista Acabados Iii,Ecopacking,,,
Maquinista Acabados Iii,Resinplast S.A,,,
Maquinista Acabados Iii,Well HR,,,
Maquinista Acabados Iii,,,,
Maquinista Acabados Iii,DICOMSA S.A.,,,2000.0
Maquinista Acabados Iii,Starbrands Group,,,1025.0
Técnico Aire Acondicionado,TRUST CONSULTING,,,
Técnico Aire Acondicionado,Sodexo Perú S.A.C.,,,
Técnico Aire Acondicionado,Grupo Fencri,,,
Técnico Aire Acondicionado,Proyectos HVAC e Ingenieria,,,
Técnico Aire Acondicionado,,,,
Técnico Aire Acondicionado,E&S Contratistas SRL,,,
Técnico Aire Acondicionado,HZA GROUP,,Presencial y remoto,
Técnico Aire Acondicionado,CLIMANT S.A.C.,,,
Técnico Aire Acondicionado,LATINO REFRIGERACION S.A.C.,,,
Técnico Aire Acondicionado,SAMATEC SERVICIOS GENERALES,,,
Técnico Aire Acondicionado,GRUPO NATIONAL S.A.,,,1800.0
Técnico Aire Acondicionado,SERVIN 360 SAC,,,
Técnico Aire Acondicionado,Sodexo Perú S.A.C.,,,2200.0
Técnico Aire Acondicionado,TRUST CONSULTING,,,
Técnico Aire Acondicionado,Ascensores OTIS,,,1600.0
Técnico Aire Acondicionado,Sodexo Perú S.A.C.,,,
Técnico Aire Acondicionado,PACIFIC FRUIT,,,
Técnico Aire Acondicionado,Proyectos HVAC e Ingenieria,,,
Técnico Aire Acondicionado,Inversiones Stargames sac,,,1800.0
Técnico Aire Acondicionado,Sodexo Perú S.A.C.,,,2200.0
Técnico Aire Acondicionado,,,,2500.0
Técnico Aire Acondicionado,Adecco Perú S.A.,,,2400.0
Técnico Aire Acondicionado,Adecco Perú S.A.,,,
Técnico Aire Acondicionado,BS COOL E.I.R.L.,,,
Técnico Aire Acondicionado,PAXCON PERU COMPANY S.A.C.,,,
Técnico Aire Acondicionado,ANK SOLUTIONS,,,1500.0
Técnico Aire Acondicionado,GESTION DE PROYECTOS ELECTROMECANICOS S.A.C. - GEPROEL S.A.C.,,,
Técnico Aire Acondicionado,F Y B EQUIPANDO S.R.L.,,,
Técnico Aire Acondicionado,Ittsabus,,,
Técnico Aire Acondicionado,ICE COOL EIRL,,,2500.0
Técnico Aire Acondicionado,GRUPO NATIONAL S.A.,,,1800.0
Técnico Aire Acondicionado,Adecco Perú S.A.,,,2400.0
Técnico Aire Acondicionado,TQP SAC,,,1700.0
Técnico Aire Acondicionado,soluciones integrales sayaan sac,,,2000.0
Especialista Instalaciones Mecánicas,JLV CONSULTORES,,,
Especialista Instalaciones Mecánicas,JLV CONSULTORES,,,
Especialista Instalaciones Mecánicas,APPLUS NORCONTROL PERU S.A.C.,,,3000.0
Especialista Instalaciones Mecánicas,JLV CONSULTORES,,,
Especialista Instalaciones Mecánicas,LEXY COMPANY E.I.R.L.,,,
Especialista Instalaciones Mecánicas,,,,
Especialista Instalaciones Mecánicas,JLV CONSULTORES,,,
Especialista Instalaciones Mecánicas,JLV CONSULTORES,,,
Especialista Instalaciones Mecánicas,SAGITARIO & ASOCIADOS S.A.C.,,,
Especialista Instalaciones Mecánicas,CONSORCIO SAYWITE,,,
Especialista Instalaciones Mecánicas,FELIPE BEDOYA ZAPANA E.I.R.LTDA.,,,
Especialista Instalaciones Mecánicas,LIDERMAN,,,2000.0
Especialista Instalaciones Mecánicas,JB CONSULTING GROUP S.A.C,,,
Especialista Instalaciones Mecánicas,FELIPE BEDOYA ZAPANA E.I.R.LTDA.,,,
Especialista Instalaciones Mecánicas,YO ME ENCARGO,,,
Especialista Instalaciones Mecánicas,EXTINSA S.A.C.,,,
Especialista Instalaciones Mecánicas,BORCH RETAIL S.A.C.,,,1300.0
Especialista Instalaciones Mecánicas,COMERCIALIZADORA & DISTRIBUIDORA LIL PAB S.A.C.,,,
Especialista Instalaciones Mecánicas,FELIPE BEDOYA ZAPANA E.I.R.LTDA.,,,1200.0
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,2000.0
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,
Nana Cama Adentro,,,,1500.0
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,2000.0
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,2000.0
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,2000.0
Nana Cama Adentro,MF Asesoria y Consultoria SAC,,,2000.0
Funcionario Negocio Motos,OPTIMICE,,Presencial y remoto,
Funcionario Negocio Motos,Grupo EFE,,,
Funcionario Negocio Motos,KURIA COOP,,,
Funcionario Negocio Motos,Grupo EFE,,,
Funcionario Negocio Motos,Grupo EFE,,,
Funcionario Negocio Motos,Grupo EFE,,,2000.0
Coordinadora,,,,
Coordinadora,Air Cool system sm sac,,,1500.0
Coordinadora,Grupo Alliance SAC,,,
Coordinadora,Grupo Alliance SAC,,,
Coordinadora,MDJ INGENIEROS E.I.R.L.,,,1200.0
Coordinadora,Grupo AUNA,,,
Coordinadora,QUANTUM VALUACIONES S.A.C.,,,
Coordinadora,GRUPO GREEN PLANET,,Presencial y remoto,
Coordinadora,TRANSPORTES SAN ALEJANDRO S.A.C.,,,1700.0
Coordinadora,G&S Cubicación y Metrología S.A.C.,,,
Coordinadora,Air Cool system sm sac,,,1500.0
Coordinadora,TRANSPORTES SAN ALEJANDRO S.A.C.,,,1700.0
Coordinadora,EXPERTISE PERÚ,,,1700.0
Coordinadora,QUANTUM VALUACIONES S.A.C.,,,
Coordinadora,GRUPO GREEN PLANET,,Presencial y remoto,
Coordinadora,Conveyor Belt Technology Ltda.,,,
Coordinadora,MDJ INGENIEROS E.I.R.L.,,,1200.0
Coordinadora,Tecnica Ingenieros SRL,,,
Coordinadora,PROMOTORA FARO DE ROMA S.A.C.,,,4000.0
Capataz Maestro Obra,Unión de Concreteras S.A.,,,
Capataz Maestro Obra,Constructora Galilea SAC,,,
Capataz Maestro Obra,ASE-PERU,,,3500.0
Capataz Maestro Obra,Grupo Pakatnamu,,,
Capataz Maestro Obra,INDUSTRIAS MEIER S.A.C.,,,7000.0
Capataz Maestro Obra,BYTSA S.A.C,,,
Capataz Maestro Obra,TEIGA TMI,,,3200.0
Capataz Maestro Obra,Constructora Galilea SAC,,,
Capataz Maestro Obra,San Martin Contratistas Generales S.A,,,
Capataz Maestro Obra,San Martin Contratistas Generales S.A,,,
Capataz Maestro Obra,EL SAUCO,,,
Capataz Maestro Obra,Rock Drill Cont. Civ. y Mineros S.A.C.,,,
Capataz Maestro Obra,ASE-PERU,,,3500.0
Capataz Maestro Obra,Drrp S.A.C.,,,
Capataz Maestro Obra,San Martin Contratistas Generales S.A,,,
Capataz Maestro Obra,ECONEXT,,,7000.0
Capataz Maestro Obra,CORPORACION CONSULTORA Y CONSTRUCTURA NOR PERU S.A.C,,,
Todista Colegio San,,,,1300.0
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,,,,
Todista Colegio San,GRUPO NATIONAL S.A.,,,1800.0
Todista Colegio San,,,,
Todista Colegio San,Comexa SA,,,
Todista Colegio San,Alta Tecnologia en Limpieza SAC,,,1200.0
Todista Colegio San,Clinica Internacional SA,,,
Todista Colegio San,Clinica Internacional SA,,,
Todista Colegio San,,,,
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,Grupo AUNA,,,
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,Grupo Intercorp,,,
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,Limtek Servicios Integrales,,,1130.0
Todista Colegio San,,,,
Todista Colegio San,Limtek Servicios Integrales,,,1130.0
Todista Colegio San,Bluefokus,,,
Todista Colegio San,GRUPO NATIONAL S.A.,,,1800.0
Todista Colegio San,Clinica Internacional SA,,,
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,CINEPLANET,,,1500.0
Todista Colegio San,Ecco Center,,,1130.0
Todista Colegio San,EULEN del Perú,,,
Todista Colegio San,GRUPO NATIONAL S.A.,,,1800.0
Todista Colegio San,EULEN del Perú,,,
Almacenero Ransa Av,Ransa Comercial  S.A.,,,
Almacenero Ransa Av,Ransa Comercial  S.A.,,,
Almacenero Ransa Av,Ransa Comercial  S.A.,,,
Almacenero Ransa Av,Ransa Comercial  S.A.,,,
Cuartelero Operario Limpieza,,,,
Cuartelero Operario Limpieza,,,,
Cuartelero Operario Limpieza,,,,
Instalador Técnico Junior,PURIFI CARE,,,1400.0
Instalador Técnico Junior,SECURITY & COMMUNICATION TECHNOLOGIES S. A. C.,,,1800.0
Instalador Técnico Junior,Niza Régión Sur S.A.C.,,,
Instalador Técnico Junior,HYDRO SISTEMS S.A.C,,,6000.0
Instalador Técnico Junior,CORPORACION COMERCIAL Y SERVICIOS OCOSHI S.A.C.,,,
Instalador Técnico Junior,AMÉRICA TELECOM,,,1900.0
Instalador Técnico Junior,CTREXPRESS,,,
Instalador Técnico Junior,Telecommunication and Project SAC,,,1200.0
Instalador Técnico Junior,,,,1130.0
Instalador Técnico Junior,PURIFI CARE,,,1400.0
Instalador Técnico Junior,AMÉRICA TELECOM,,,1900.0
Instalador Técnico Junior,SECURITY & COMMUNICATION TECHNOLOGIES S. A. C.,,,1800.0
Instalador Técnico Junior,Grupo Proterra SAC,,,
Instalador Técnico Junior,Proyecta Visual,,,
Instalador Técnico Junior,Niza Régión Sur S.A.C.,,,
Instalador Técnico Junior,SERVICIOS GENERALES MIG S.A.C.,,,2000.0
Instalador Técnico Junior,AMÉRICA TELECOM,,,1130.0
Instalador Técnico Junior,GIGATECH SERVICIOS GENERALES S.A.C.,,,1300.0
Instalador Técnico Junior,Autoleaders Peru SAC,,,
Instalador Técnico Junior,SECURITY & COMMUNICATION TECHNOLOGIES S. A. C.,,,
Instalador Técnico Junior,SECURITY & COMMUNICATION TECHNOLOGIES S. A. C.,,,1800.0
Instalador Técnico Junior,AMÉRICA TELECOM,,,1130.0
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,SYNLAB Perú,,,
Admisionista Laboratorio Clínico,Unilabs,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,Pulso Corporación Médica,,,1000.0
Admisionista Laboratorio Clínico,Unilabs,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,ESCACORP,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,INTEGRAMEDICA PERU,,,
Admisionista Laboratorio Clínico,Laboratorios Roe,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,Laboratorios Roe,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,Laboratorios CINAR,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,Precisa - Laboratorio Clínico,,,
Admisionista Laboratorio Clínico,SANNA,,,
Admisionista Laboratorio Clínico,INTEGRAMEDICA PERU,,,
Analista Power Bi,Overall Strategy,,Presencial y remoto,2500.0
Analista Power Bi,Atento Perú,,Presencial y remoto,
Analista Power Bi,Adecco Perú S.A.,,,5720.0
Analista Power Bi,Panorama Bpo,,,
Analista Power Bi,Grupo Tawa,,,2500.0
Analista Power Bi,Los Portales,,,
Analista Power Bi,Panorama Bpo,,,
Analista Power Bi,Manpower,,,
Analista Power Bi,Grupo Aenza,,,
Analista Power Bi,Los Portales,,,
Analista Power Bi,Overall Strategy,,Presencial y remoto,2500.0
Analista Power Bi,Grupo Tawa,,,2500.0
Analista Power Bi,Overall Strategy,,Presencial y remoto,2400.0
Analista Power Bi,Atento Perú,,Presencial y remoto,
Analista Power Bi,M4G,,Presencial y remoto,
Analista Power Bi,RECSA PERÚ,,Presencial y remoto,
Analista Power Bi,Grupo Aenza,,,
Analista Power Bi,BairesDev LLC,,,
Analista Power Bi,Grupo Tawa,,,
Analista Power Bi,M4G,,Presencial y remoto,
Analista Power Bi,RECSA PERÚ,,Presencial y remoto,
Analista Power Bi,Grupo Tawa,,,
Analista Power Bi,Manpower,,,
Analista Power Bi,Los Portales,,,
Analista Power Bi,Grupo Tawa,,,2500.0
Analista Power Bi,Grupo Aenza,,,
Analista Power Bi,BairesDev LLC,,,
Analista Power Bi,Overall Strategy,,Presencial y remoto,2400.0
Analista Power Bi,Adecco Perú S.A.,,,5720.0
Analista Power Bi,Atento Perú,,Presencial y remoto,
Analista Power Bi,Los Portales,,,
Analista Power Bi,Grupo Tawa,,,
Analista Power Bi,Panorama Bpo,,,
Analista Power Bi,Grupo Tawa,,,
Analista Power Bi,Total Talent Human Resources,,,
Analista Power Bi,Adecco Perú S.A.,,,5720.0
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,ALMACENES SANTA CLARA,,,
Operario Producción Pintura,Newrest Peru SAC,,,
Operario Producción Pintura,,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,Rmb Sateci Sac,,,1600.0
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,MULTICAR AUDAZ E.I.R.L.,,,
Operario Producción Pintura,,,,
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,Grúas Etac Perú S.A.C.,,,
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,GRUPO KOLLER,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,MODASA,,,
Operario Producción Pintura,VIP2CARS,,,
Operario Producción Pintura,VIP2CARS,,,
Practicante Inteligencia Negocios,Manpower,,Presencial y remoto,
Practicante Inteligencia Negocios,Manpower,,Presencial y remoto,
Practicante Inteligencia Negocios,GRUPO VALLENORTE,,,1300.0
Practicante Inteligencia Negocios,Manpower,,Presencial y remoto,
Ejecutivo Comercial Prosegur,Inti Raymi S.A.,,,1800.0
Ejecutivo Comercial Prosegur,Grupo Pecuario S.A.C,,,
Ejecutivo Comercial Prosegur,GRUPO ECOLIMP E.I.R.L,,,5000.0
Ejecutivo Comercial Prosegur,,,,2500.0
Ejecutivo Comercial Prosegur,YT GROUP,,Presencial y remoto,1200.0
Ejecutivo Comercial Prosegur,Manpower,,,
Ejecutivo Comercial Prosegur,Grupo Pecuario S.A.C,,,
Ejecutivo Comercial Prosegur,YT GROUP,,,1200.0
Ejecutivo Comercial Prosegur,AVM ADUANERA S.A.C.,,,
Ejecutivo Comercial Prosegur,,,,
Ejecutivo Comercial Prosegur,MOTORLINK S.A.C.,,,
Ejecutivo Comercial Prosegur,Grupo OIS,,,1200.0
Ejecutivo Comercial Prosegur,Grupo San Pablo,,,
Ejecutivo Comercial Prosegur,ACCI CARGO SAC,,,
Ejecutivo Comercial Prosegur,MOTORLINK S.A.C.,,,
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,Grupo San Pablo,,,
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,,,,1130.0
Ejecutivo Comercial Prosegur,ESE PERU S.A.C.,,,5000.0
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,LULLI & ASOCIADOS S.A.C. - ENLACE Talento - Trabajo - Desarrollo,,,
Ejecutivo Comercial Prosegur,YT GROUP,,Presencial y remoto,1200.0
Ejecutivo Comercial Prosegur,YT GROUP,,,1200.0
Ejecutivo Comercial Prosegur,Pos Solutions S.A.C.,,,1500.0
Ejecutivo Comercial Prosegur,KasNet,,,
Ejecutivo Comercial Prosegur,Daryza S.A.C.,,,1500.0
Ejecutivo Comercial Prosegur,Daryza S.A.C.,,,1500.0
Ejecutivo Comercial Prosegur,Fitflow Peru SRL,,,
Ejecutivo Comercial Prosegur,CLINICA RICARDO PALMA SA,,,
Ejecutivo Comercial Prosegur,Pos Solutions S.A.C.,,,1500.0
Ejecutivo Comercial Prosegur,,,,
Ejecutivo Comercial Prosegur,CLÍNICA MONTELUZ,,,
Ejecutivo Comercial Prosegur,LULLI & ASOCIADOS S.A.C. - ENLACE Talento - Trabajo - Desarrollo,,,
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,,,,3000.0
Ejecutivo Comercial Prosegur,BIOPAKING,,Presencial y remoto,2500.0
Ejecutivo Comercial Prosegur,MOTORLINK S.A.C.,,,
Ejecutivo Comercial Prosegur,Ceramicos Peruanos S.A.,,,
Ejecutivo Comercial Prosegur,HENKO LOGISTICS SAC,,Presencial y remoto,
Ejecutivo Comercial Prosegur,Optictimes,,,
Ejecutivo Comercial Prosegur,,,,1130.0
Ejecutivo Comercial Prosegur,CORPORACION MACROCHIPS SAC,,,
Ejecutivo Comercial Prosegur,ESE PERU S.A.C.,,,5000.0
Ejecutivo Comercial Prosegur,Country Club de Villa A. C.,,,
Ejecutivo Comercial Prosegur,MOTORLINK S.A.C.,,,
Ejecutivo Comercial Prosegur,MOTORLINK S.A.C.,,,
Ejecutivo Comercial Prosegur,,,,
Ejecutivo Comercial Prosegur,Support Brigades Fire & Safety S.A.C.,,Presencial y remoto,1700.0
Ejecutivo Comercial Prosegur,Ceramicos Peruanos S.A.,,,
Ejecutivo Comercial Prosegur,Inti Raymi S.A.,,,1800.0
Ejecutivo Comercial Prosegur,Provision 2000 sac,,,
Ejecutivo Comercial Prosegur,Embotelladora San Miguel del Sur SAC,,,
Ejecutivo Comercial Prosegur,ATIEMPO TELESERVICIOS JIT E.I.R.L.,,,
Ejecutivo Comercial Prosegur,Grupo OIS,,,1200.0
Ejecutivo Comercial Prosegur,MOTORLINK S.A.C.,,,
Ejecutivo Comercial Prosegur,REL ENGLISH S.A.C.,,,3000.0
Ejecutivo Comercial Prosegur,Bigmond Group,,,
Ejecutivo Comercial Prosegur,,,,
Ejecutivo Comercial Prosegur,MENA PEZO MARIAN JHOANY,,,
Ejecutivo Comercial Prosegur,Pos Solutions S.A.C.,,,1500.0
Ejecutivo Comercial Prosegur,Classy Food Peru,,,1300.0
Ejecutivo Comercial Prosegur,,,Presencial y remoto,
Ejecutivo Comercial Prosegur,TRANSARCALI,,,
Ejecutivo Comercial Prosegur,,,,
Ejecutivo Comercial Prosegur,NEO GRAFI,,,
Ejecutivo Comercial Prosegur,YT GROUP,,Presencial y remoto,1200.0
Ejecutivo Comercial Prosegur,ABIMSA PROVEEDORES INDUSTRIALES S.A.C.,,Presencial y remoto,
Ejecutivo Comercial Prosegur,Nicoll Perú S.A,,,
Ejecutivo Comercial Prosegur,Nicoll Perú S.A,,,
Ejecutivo Comercial Prosegur,APPARKA,,,
Ejecutivo Comercial Prosegur,CLIMAPOWER,,,
Ejecutivo Comercial Prosegur,Proweld,,,
Ejecutivo Comercial Prosegur,CORPORACION COMERCIAL Y SERVICIOS OCOSHI S.A.C.,,,3000.0
Ejecutivo Comercial Prosegur,ADN BRANDS,,,
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,OLC Ingenieros EIRL,,,
Ejecutivo Comercial Prosegur,Grupo Proterra SAC,,,
Ejecutivo Comercial Prosegur,,,,
Ejecutivo Comercial Prosegur,YT GROUP,,,1200.0
Ejecutivo Comercial Prosegur,Heceb,,,1130.0
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,Automatizate Negocios,,,
Ejecutivo Comercial Prosegur,Fonbienes Peru EAFC S.A..,,,
Ejecutivo Comercial Prosegur,KasNet,,,
Ejecutivo Comercial Prosegur,"""SOCIO CONSTRUCTOR SOCIEDAD ANONIMA CERRADA""",,,
Ejecutivo Comercial Prosegur,MENA PEZO MARIAN JHOANY,,,
Operario Centro Mecanizado,METALMECANICA IWE S.A.C.,,,
Operario Centro Mecanizado,SOLDAMETAL SAC,,,
Operario Centro Mecanizado,Steelser S.A.C.,,,
Operario Centro Mecanizado,MECSERPLAST S.A.C.,,,
Operario Centro Mecanizado,Plásticos Nacionales S.A,,,
Operario Centro Mecanizado,MODEPSA S.A.C.,,,
Operario Centro Mecanizado,DAMOL SAC,,,
Operario Centro Mecanizado,Plásticos Nacionales S.A,,,
Operario Centro Mecanizado,Imer Soportes Sac,,,1800.0
Operario Centro Mecanizado,ACERCO IMPORT SAC,,,
Operario Centro Mecanizado,MODEPSA S.A.C.,,,
Operario Centro Mecanizado,ACERCO IMPORT SAC,,,
Operario Centro Mecanizado,METALMECANICA IWE S.A.C.,,,
Operario Centro Mecanizado,METALMECANICA IWE S.A.C.,,,
Operario Centro Mecanizado,FRESOMAC SAC,,,2000.0
Operario Centro Mecanizado,SOLDAMETAL SAC,,,
Operario Centro Mecanizado,DAMOL SAC,,,
Operario Centro Mecanizado,FRESOMAC SAC,,,2500.0
Operario Centro Mecanizado,TRBA SAC,,,
Operario Centro Mecanizado,MECSERPLAST S.A.C.,,,
Operario Centro Mecanizado,TRBA SAC,,,
Operario Centro Mecanizado,METALMECANICA IWE S.A.C.,,,
Operario Centro Mecanizado,METALMECANICA IWE S.A.C.,,,
Operario Centro Mecanizado,METALMECANICA IWE S.A.C.,,,
Operario Centro Mecanizado,ACERCO IMPORT SAC,,,
Operario Centro Mecanizado,Mecaniza industrial s.a.c,,,2200.0
Operario Centro Mecanizado,ACERCO IMPORT SAC,,,
Operario Centro Mecanizado,ACERCO IMPORT SAC,,,
Operario Centro Mecanizado,Mecaniza industrial s.a.c,,,2800.0
Operario Centro Mecanizado,DAMOL SAC,,,
Operario Centro Mecanizado,DAMOL SAC,,,
Operario Centro Mecanizado,Rectificaciones y fabricaciones Mecanicas Budge SAC,,,
Asesor Comercial Banco,Sef Peru Holding SAC,,,
Asesor Comercial Banco,Sef Peru Holding SAC,,,
Asesor Comercial Banco,Sef Peru Holding SAC,,,
Asesor Comercial Banco,Sef Peru Holding SAC,,,
Asesor Comercial Banco,Sef Peru Holding SAC,,,
