puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Otro,Técnico Maquinista de Producción,No disponible,No disponible,
Otro,Urgente!! Motorizado Ica,No disponible,No disponible,
Otro,Asesor de Negocios: Tienda Chota,No disponible,No disponible,
Otro,Auxiliar de almacén,No disponible,No disponible,
Otro,Consultor de Ventas Corporativas,No disponible,No disponible,
Desarrollador de Software,Desarrollador DataStage,No disponible,No disponible,
Otro,Operario de Limpieza / Todo Lima / S/. 2100 neto + tarjeta de alimentos + asignación familiar,No disponible,No disponible,
Otro,Ejecutivo de Ventas  / Villa el Salvador,No disponible,No disponible,
Otro,Financial Analyst,No disponible,No disponible,
Otro,Chofer promotor atención al cliente  A1 / A2B  Arequipa,No disponible,No disponible,
Otro,Ejecutivo(a) Comercial rubro educativo / San Isidro UTP/Horario solo de L a V,No disponible,No disponible,
Otro,Urgte!! Agente Parking para surco/ 12y8horas/ Sin experiencia,No disponible,No disponible,
Otro,Mercaderista/reponedor para mercados con o sin experiencica de Lunes a sabado ref.3,No disponible,No disponible,
Otro,Supervisor(a) de Ventas / Exp. en FFVV / Rubro Financiero,No disponible,No disponible,
Otro,Asistente de Planeamiento y Soporte,No disponible,No disponible,
Otro,Asesor de Ventas Junior (Rubro Inmobiliario),No disponible,Presencial y remoto,
Otro,Asistente de selección // Outsourcing // Procesos masivos,No disponible,No disponible,
Otro,Asistente de Contabilidad,No disponible,No disponible,
Otro,Asesor de Negocios: Mall Plaza/Trujillo,No disponible,No disponible,
Otro,Operador de Monitoreo y Soporte TI,No disponible,Presencial y remoto,
Otro,Auxiliar de costos,No disponible,No disponible,
Otro,Supervisor de planeamiento,No disponible,No disponible,
Otro,Practicante Profesional de Gestión de Cartera / Sector Hidrocarburos,No disponible,No disponible,
Otro,Asistente de Trade Marketing (Reemplazo por Maternidad),No disponible,No disponible,
Otro,Asesor Comercial,No disponible,No disponible,
Otro,Asistente de gerencia corporativa/ multicompañia,No disponible,No disponible,
Otro,intérprete,No disponible,No disponible,
Otro,Asesor Técnico Comercial de Ventas Internas TI,No disponible,No disponible,
Otro,administrador/a,No disponible,No disponible,
Otro,supervisor logística,No disponible,No disponible,
Otro,Asesor de Negocios con Experiencia: Chiclayo,No disponible,No disponible,
Otro,Community Manager Con experiencia,No disponible,No disponible,
Otro,Editor audiovisual,No disponible,No disponible,
Otro,Promotor Retail / Sueldo fijo + Movilidad cubierta + descanso D O M I N G O,No disponible,No disponible,
Otro,Practicante  Administrativo ad Honorem,No disponible,No disponible,
Otro,Gestor de Servicios: Zona Trujillo,No disponible,No disponible,
Otro,Líder Técnico / Tacna,No disponible,No disponible,
Otro,Maestro Soldador (Equipos Línea Amarilla/Blanca),No disponible,No disponible,
Otro,¡Trabaja cerca de casa! Asesor/a de Ventas de Campo Planilla Comisiones,No disponible,No disponible,
Otro,Técnico de Equipos Renta (K0299),No disponible,No disponible,
Desarrollador de Software,Asistente Programador  Web,No disponible,No disponible,
Otro,Técnico de Laboratorio,No disponible,No disponible,
Otro,Asesor Educativo / Ventas / Comisiones ilimitadas/ VES,No disponible,No disponible,
Otro,Analista de Automatización de Procesos / Automatización y Control de Facturación y Cobranzas/ Phyton,No disponible,No disponible,
Otro,Asistente de Almacén / Telecomunicaciones / Surquillo,No disponible,No disponible,
Otro,Asistente GIS / Sistemas de Información Geográfica / Telecomunicaciones,No disponible,Presencial y remoto,
Otro,Practicante de Costos y Presupuestos / Rubro Minería / Lima,No disponible,No disponible,
Otro,"Ejecutivo Corporativo B2B/ Comisiones hasta S/. 10,000 mensuales (Satipo)",No disponible,No disponible,
Otro,Ejecutivo de Banca Negocio PYME Chiclayo,No disponible,No disponible,
Otro,Asistente de Proyectos Relaciones Comunitarias y Minería,No disponible,No disponible,
Otro,Practicante de Costos y Presupuestos / Rubro Minería / Puno,No disponible,No disponible,
Otro,Asistente de Recursos Humanos/ Sector Salud/ Miraflores,No disponible,Presencial y remoto,
Otro,Técnico(a) de farmacia  Miraflores / Surco/ Surquillo,No disponible,No disponible,
Otro,Asistente de Investigación y Desarrollo,No disponible,No disponible,
Otro,"Ejecutivo Corporativo B2B/ Comisiones hasta S/. 10,000 mensuales (Atalaya)",No disponible,No disponible,
Otro,Operador de Volquete / 14x7,No disponible,No disponible,
Otro,Laureate: Psicólogo de Prospección Temporal / Los Olivos,No disponible,No disponible,
Otro,Operador de Sonda,No disponible,No disponible,
Otro,Grifero/a  con experiencia /  Huancayo,No disponible,No disponible,
Otro,Analista de Estudios de Estabilidad,No disponible,No disponible,
Otro,Técnico en Enfermería/ Uci Adultos,No disponible,No disponible,
Otro,Asesor Comercial,No disponible,No disponible,
Otro,Analista Recursos Humanos,No disponible,No disponible,
Otro,Operadores de transporte de carga 70tns / Caja fuller,No disponible,No disponible,
Otro,Trabajadora Social Mina Antabamba / APURÍMAC,No disponible,No disponible,
Otro,Auxiliar de RRHH,No disponible,No disponible,
Otro,Analista comercial,No disponible,Presencial y remoto,
Otro,Analista de Reclutamiento y Selección: Rubro Trade Marketing,No disponible,No disponible,
Otro,Asistente de Operaciones Tienda Virtual,No disponible,No disponible,
Otro,Lector de Inventarios Lima (Ate),No disponible,No disponible,
Otro,Practicante del área Legal,No disponible,No disponible,
Otro,Auxiliares de Reparto (Operativo),No disponible,No disponible,
Otro,Agente de Operaciones Aduaneras,No disponible,No disponible,
Otro,Asesor Comercial,No disponible,No disponible,
Otro,Gerente de oficina Huacho,No disponible,No disponible,
Otro,"Asesor de créditos  experiencia Banco Santander Consumer, Agencia Huancayo y Agencia El Tambo",No disponible,No disponible,
Otro,Agente de Seguridad  Surco 8 Horas,No disponible,No disponible,
Otro,Auxiliar de gestión humana,No disponible,No disponible,
Otro,Agente call center,No disponible,No disponible,
Otro,Ejecutivo Corporativo / Medios de Pago Culqi / Salario mayor a S/. 4500,No disponible,No disponible,
Otro,Recepcionista con inglés avanzado Importante Hotel ubicado en el Centro de Cusco.,No disponible,No disponible,
Otro,Técnico de Mantenimiento (Piura),No disponible,No disponible,
Otro,Asistente Administrativa para Importaciones y logística,No disponible,No disponible,
Otro,Motorizado Courier,No disponible,No disponible,
Otro,"Operador de semitrailer, operador de camabaja, operador de furgon / experiencia en Caja fuller",No disponible,No disponible,
Desarrollador de Software,Programador Dynamics 365 Business Central,No disponible,No disponible,
Otro,Cibertec: Docente Tiempo Completo (24hrs) Carrera Computación e Informática,No disponible,No disponible,
Otro,"Se busca Promotor de créditos, C/S exp. Banco Santander Consumer, Agencia Ica, Chincha y Cañete.",No disponible,No disponible,
Analista Funcional,Analista de Sistemas (Bachiller en Ingeniería de Sistemas o afines),No disponible,No disponible,
Otro,Mozo(a)  con inglés intermedio o avanzado Hotel Arennas Máncora,No disponible,No disponible,
Otro,Asesor de Negocios Castilla,No disponible,No disponible,
Otro,Practicante Profesional de Controlling,No disponible,No disponible,
Otro,cocinero(as) para el casino la hacienda en miraflores,No disponible,No disponible,
Otro,Responsable Cuenta Comercial,No disponible,No disponible,
Otro,Analista de Comunicaciones Clima y Cultura,No disponible,No disponible,
Otro,Caminante para reparto de paquetería liviana,No disponible,No disponible,
Otro,Asistente de Ventas prueba 13 02,No disponible,No disponible,
Otro,Jefe/a de planta prefabricados,No disponible,No disponible,
Otro,Conductor profesional categoría AIIIc – Transporte de carga pesada para Proyecto Minero,No disponible,No disponible,
Otro,Analista qa,No disponible,Presencial y remoto,
Otro,"Jefe de Reclutamiento y Administración de Personal, Agro, Ica",No disponible,No disponible,
Otro,Asesor Comercial,No disponible,No disponible,
Otro,Supervisor de Equipos Moviles Retail,No disponible,No disponible,
Otro,Auxiliar de control de gestión,No disponible,No disponible,
Otro,Jefe de Sistemas,No disponible,No disponible,
Otro,Asistente Liquidador Aduanero y/o Liquidador para Agencia de Aduanas,No disponible,No disponible,
Otro,"Tecnico Asistente Minería (Cusco, Arequipa, Apurimac)",No disponible,No disponible,
Otro,Analista I+D Lácteos (Investigación y Desarrollo Lácteos),No disponible,No disponible,
Otro,Lead of last mile logistics operations,No disponible,Presencial y remoto,
Otro,Asistente de Producción e Instalaciones,No disponible,No disponible,
Otro,Analista de Inteligencia Comercial,No disponible,No disponible,
Otro,Asistente de Acreditación,No disponible,No disponible,
Otro,"Se busca Promotor de créditos, C/S exp. Banco Santander Consumer, Agencia Pasco, Huánuco, Tingo M.",No disponible,No disponible,
Otro,Asistente de Mejora Continua,No disponible,No disponible,
Otro,"Analista Junior de Infraestructura TI, (Linux)",No disponible,No disponible,
Otro,Coordinador Comercial,No disponible,No disponible,
Otro,Auxiliar de mantenimiento de equipos médicos,No disponible,No disponible,
Otro,Asistente comercial / Rubro Retail,No disponible,No disponible,
Otro,Técnico Soporte N1,No disponible,Presencial y remoto,
Otro,Asistente de Logística y Almacén,No disponible,No disponible,
Otro,Practicante Profesional para el área de Operaciones,No disponible,No disponible,
Otro,Asesor  De Contact Center /La Victoria,No disponible,No disponible,
Otro,Especialista en Analítica Digital,No disponible,No disponible,
Otro,Supervisor de ventas campo,No disponible,No disponible,
Otro,Practicante Profesional de Calidad Alimentaria,No disponible,No disponible,
Otro,Practicante Profesional de Centro de Distribución,No disponible,No disponible,
Otro,Practicante Profesional de Operaciones Moche,No disponible,No disponible,
Otro,Asesor Técnico  Chiclayo,No disponible,No disponible,
Otro,Practicante Profesional Java APX,No disponible,Presencial y remoto,
Otro,Operador de camión con caja Fuller – Transporte de carga pesada,No disponible,No disponible,
Otro,Asesor Comercial para Tacna,No disponible,No disponible,
Otro,Mercaderista de Ruta  / Canal Moderno / Arequipa,No disponible,No disponible,
Desarrollador de Software,Desarrollador Front End Senior,No disponible,Presencial y remoto,
Otro,Docente Asesor de Tesis / Tiempo Parcial / Diseño Industrial,No disponible,No disponible,
Otro,Secretaria con experiencia,No disponible,No disponible,
Otro,"Analista de créditos  Pyme / Oficinas: Trujillo, Viru, Huamachuco y Pacasmayo.",No disponible,No disponible,
Otro,Medico Ocupacional,No disponible,No disponible,
Otro,"Tecnico Soporte Minería (Cusco, Arequipa, Apurimac) D0074",No disponible,No disponible,
Otro,Ejecutivo Comercial Segmento Edificación,No disponible,No disponible,
Otro,Asistente de gerencia,No disponible,No disponible,
Otro,Practicante de Producto,No disponible,No disponible,
Otro,Supervisor Retail Equipos móviles,No disponible,No disponible,
Otro,Ejecutivo Comercial  (Trujillo),No disponible,No disponible,
Otro,Asistente de Operaciones de Almacén / Lurín / Excel Intermedio,No disponible,No disponible,
Otro,Asistente de Matrícula (Temporal),No disponible,No disponible,
Otro,almacenista auxiliar de almacén,No disponible,No disponible,
Otro,Supervisor de Ventas de campo POS OpenPay / BBVA,No disponible,No disponible,
Otro,asesor/a comercial con experiencia,No disponible,No disponible,
Analista BI,Analista BI,No disponible,Presencial y remoto,
Desarrollador de Software,Desarrolladora PDV Lima Este,No disponible,No disponible,
Otro,Asistente Administrativo,No disponible,No disponible,
Otro,Investigador en el área,No disponible,No disponible,
Otro,administrativo/a recepcionista,No disponible,No disponible,
Otro,Conductor A2A,No disponible,No disponible,
Otro,Ejecutivo Comercial,No disponible,Presencial y remoto,
Otro,Agente de ventas Call Center,No disponible,Presencial y remoto,
Otro,Cibertec: Asesor de Re matricula / Sede Lima Centro,No disponible,No disponible,
Otro,¡Urgente! Supervisor de Ventas / Productos Financieros (convenios),No disponible,No disponible,
Otro,Asistente de Marketing,No disponible,No disponible,
Otro,analista comercial,No disponible,No disponible,
Otro,Analista de Contabilidad y Administración,No disponible,No disponible,
Otro,Promotor de ventas,No disponible,No disponible,
Otro,Ingeniero Agrónomo de Campo Producción de Arroz Fertilización y Control de Plagas,No disponible,No disponible,
Otro,Vendedor/a,No disponible,No disponible,
Otro,Asistente de Almacén,No disponible,No disponible,
Otro,Interseguro: ventas por call center / Full o part time / Sueldo fijo + comisiones ilimitadas,No disponible,No disponible,
Otro,asistente comercial,No disponible,No disponible,
Otro,Ejecutiva de Ventas,No disponible,No disponible,
Otro,Mi primer empleo (Con y Sin Experiencia),No disponible,No disponible,
Otro,asistente comercial,No disponible,No disponible,
Otro,Ejecutiva de Ventas,No disponible,No disponible,
Otro,"Analista de laboratorio, Calidad",No disponible,No disponible,
Otro,Analista de Flujos y Procesos,No disponible,No disponible,
Otro,Asistente comercial,No disponible,No disponible,
Otro,Ejecutivo Comercial,No disponible,No disponible,
Otro,Analista Trade Marketing,No disponible,No disponible,
Otro,Coordinador de RRHH,No disponible,No disponible,
Otro,Repsol: Practicante de  Servicios,No disponible,Presencial y remoto,
Otro,Asistente de compras,No disponible,No disponible,
Otro,Asistente de Produccion // Lurín,No disponible,No disponible,
Otro,Analista calidad,No disponible,No disponible,
Otro,Practicante de Planeamiento Estratégico,No disponible,No disponible,
Desarrollador de Software,Desarrollador/a web,No disponible,No disponible,
Otro,Auxiliar de revisión de productos envasados,No disponible,No disponible,
Otro,"Coordinador de Almacen, Inventarios y Control de Existencias",No disponible,No disponible,
Otro,Ejecutivo Comercial  Inside Sales/Rubro Tecnología,No disponible,No disponible,
Otro,Digitador/a,No disponible,No disponible,
Otro,Tiendas Tambo (Vacantes disponibles en La Victoria) / Atención al cliente / Full time,No disponible,No disponible,
Otro,Bachiller en Ing mecanica o Automotriz para Analista energetico /,No disponible,No disponible,
Otro,Choferes de Ruta Semitrailer / las Bambas  y Cerro Verde,No disponible,No disponible,
Otro,Visitador/a médico,No disponible,No disponible,
Otro,Bachiller en Ing mecanica o Automotriz para Analista energetico /,No disponible,No disponible,
Otro,Mecánico de mantenimiento Planta Callao,No disponible,No disponible,
Otro,Topógrafo de instalación de equipos mecánicos y estructuras,No disponible,No disponible,
Otro,Asesor de Negocios  Santiago,No disponible,No disponible,
Otro,Atención al Cliente Sala de Operaciones,No disponible,No disponible,
Otro,Analista Senior de Investigación de Mercado,No disponible,Presencial y remoto,
Desarrollador de Software,Desarrollador Web Angular,No disponible,No disponible,
Otro,Chofer Furgón / Transp. de Carga / Gana Fijo + Bonos/ Planilla completa y Beneficios,No disponible,No disponible,
Otro,Digitadora,No disponible,No disponible,
Otro,Supervisor de Linea  Almacén Lurín,No disponible,No disponible,
Otro,Asistente Contable,No disponible,No disponible,
Otro,Pre Venta,No disponible,No disponible,
Otro,Analista de Control de Presupuesto y Adquisiciones,No disponible,No disponible,
Otro,Balancero,No disponible,No disponible,
Otro,Asistente de Farmacovigilancia y Tecnovigilancia,No disponible,No disponible,
Otro,Asistente de Transporte,No disponible,No disponible,
Otro,Supervisor de  Mantenimiento,No disponible,No disponible,
Otro,Asesor comercial para Cusco,No disponible,No disponible,
Otro,Asesor comercial para Cusco,No disponible,No disponible,
Otro,Dibujante Mecánico,No disponible,No disponible,
Otro,Ejecutivo de Servicios  Azangaro,No disponible,No disponible,
Otro,Analista de créditos  Consumo y  Convenios: Oficina  Principal,No disponible,No disponible,
Otro,Asistente de producción,No disponible,No disponible,
Otro,Soporte técnico,No disponible,No disponible,
Otro,Publicista y marketing inmobiliario,No disponible,No disponible,
Otro,Supervisor  de Seguridad 5x2 / Chosica,No disponible,No disponible,
Otro,Analista de Riesgo Operacional,No disponible,No disponible,
Otro,Auxiliar de Planeamiento de la Producción,No disponible,No disponible,
Otro,Auxiliar SIG (Clínica Ocupacional),No disponible,No disponible,
Otro,Técnico de Soporte TI / 14x7,No disponible,No disponible,
Otro,Inspector de Calidad Chorrillos,No disponible,No disponible,
Otro,Ejecutiva de Eventos,No disponible,No disponible,
Otro,Especialista en Marketing / empresa de acabados de construcción,No disponible,No disponible,
Otro,Director/a del Centro de Información,No disponible,No disponible,
Otro,Ejecutivo(a) de Ventas   Tarapoto,No disponible,No disponible,
Otro,Asistente de Procesos,No disponible,No disponible,
Otro,Coordinador de Unidades y Equipos,No disponible,No disponible,
Otro,Auxiliar contable,No disponible,No disponible,
Otro,Supervisor de Ventas / Créditos por Convenio,No disponible,No disponible,
Otro,Asistente Veterinario Pacomarca,No disponible,No disponible,
Otro,Coordinador de Unidades y Equipos,No disponible,No disponible,
Otro,Analista de Marketing,No disponible,No disponible,
Otro,Practicante de gestión documentaria,No disponible,No disponible,
Otro,Operador de camión minero 90tns para Marcona,No disponible,No disponible,
Otro,Coordinador de Planeamiento y Trazabilidad,No disponible,No disponible,
Otro,Analista de Performance,No disponible,No disponible,
Otro,Canales escritos/Banco BBVA/Descansa domingo/Presencial Santa Anita,No disponible,No disponible,
Otro,Canales escritos/Banco BBVA/Descansa domingo,No disponible,No disponible,
Otro,Asesor para Canales escritos/Banco BBVA/Descansa domingo/Santa Anita,No disponible,No disponible,
Otro,Asesor canales escritos/Banco BBVA/Descansa domingo/Presencial Santa Anita,No disponible,No disponible,
Otro,Canales escritos/Banco BBVA/Descansa domingo/Presencial Santa Anita,No disponible,No disponible,
Otro,Back Office/Canales escritos/Banco BBVA/Descansa domingo,No disponible,No disponible,
Otro,Únete a nuestro equipo! buscamos ejecutivos de ventas  de productos financieros,No disponible,No disponible,
Otro,Ejecutivo bancario,No disponible,No disponible,
Otro,Ejecutivo(a) de Reclamos,No disponible,No disponible,
Otro,Especialista de gestión de Riesgo Operacional,No disponible,Presencial y remoto,
Otro,Analista De Laboratorio Metalúrgico x 6 meses/ Condesuyos Arequipa (79996),No disponible,No disponible,
Otro,Ejecutivo/a de Post Venta y Atención,No disponible,No disponible,
Otro,Practicante Profesional de Secretaria Académica,No disponible,No disponible,
Otro,"Asesor de créditos Agencia Próceres, Chimú/Con o sin experiencia",No disponible,No disponible,
Otro,Asistente de Diseño Curricular,No disponible,No disponible,
Otro,Asistente de reclutamiento y selección,No disponible,No disponible,
Otro,Ingeniero Geólogo Junior,No disponible,No disponible,
Otro,"Practicante Pro Ing .Quimica, Ing de Alimentaria, Ing Industrial",No disponible,No disponible,
Otro,Asistente de Nóminas Callao,No disponible,No disponible,
Otro,"Agente parking/ Ica, Huacho y Jaén",No disponible,No disponible,
Otro,Practicante Profesional de Servicios Generales,No disponible,Presencial y remoto,
Otro,Asesor(a) de Negocios Crédito Individual Ica,No disponible,No disponible,
Otro,Supervisor de Ventas por Chat Internet + Cable / Trabajo Remoto / Descansa Domingo,No disponible,No disponible,
Otro,Practicante de Marketing Digital / S/. 1300 mensuales,No disponible,No disponible,
Otro,Asistente de Marketing Digital / Salario de S/. 3000,No disponible,No disponible,
Otro,Ejecutivo de Ventas gana más de S/.4500 / Sueldo Fijo + Comisiones + Movilidad,No disponible,No disponible,
Otro,Atencion al Cliente Bbva Con o Sin Experiencia Contrato a Dia 13,No disponible,No disponible,
Otro,Atención al Cliente para Banco Basico 1246 Centro de Lima Presencial,No disponible,No disponible,
Otro,Atención al Cliente BBVA con Horario de Oficina Descansos Domingo Presencial,No disponible,No disponible,
Otro,Docentes de Ingeniería de Sistemas/ Software / Lima,No disponible,No disponible,
Otro,Urgente!! Encuestador de campo/ Auditor de campo,No disponible,No disponible,
Otro,Asistente operativo,No disponible,Presencial y remoto,
Otro,Coordinador(a) costos y presupuestos,No disponible,No disponible,
Otro,Asistente de Cotizaciones de Merchandising – Publicidad y Promocionales,No disponible,No disponible,
Otro,"Ejecutivo Corporativo B2B/ Comisiones hasta S/. 10,000 mensuales (Tingo Maria)",No disponible,No disponible,
Otro,"Ejecutivo Corporativo B2B/ Comisiones hasta S/. 10,000 mensuales (Moyobamba)",No disponible,No disponible,
Otro,Asesor(a) para Prestamos Personales/Convenios,No disponible,No disponible,
Otro,"Ejecutivo Corporativo B2B/ Comisiones hasta S/. 10,000 mensuales (Huanuco)",No disponible,No disponible,
Otro,Ejecutivo de Ventas Corporativas – Medios de Pago (POS de Culqi)  /  Barranca,No disponible,No disponible,
Otro,Ejecutivo de Ventas Corporativas – Medios de Pago (POS de Culqi)  /  Huaral,No disponible,No disponible,
Otro,Ejecutivo de Ventas Corporativas – Medios de Pago (POS de Culqi)  /  Huacho,No disponible,No disponible,
Otro,Ejecutivo de Ventas Corporativas – Medios de Pago (POS de Culqi)  /  Tumbes,No disponible,No disponible,
Otro,Analista Comercial / Industria (Distrito SJL),No disponible,No disponible,
Otro,Ejecutivo/a de Captación de Depósitos Mibanco Huaraz,No disponible,No disponible,
Otro,Vendedora,No disponible,No disponible,
Otro,Técnico en Farmacia Paita,No disponible,No disponible,
Otro,Analista de operaciones,No disponible,Presencial y remoto,
Otro,Técnico en Farmacia para Tacna,No disponible,No disponible,
Otro,Ejecutiva de Ventas por Teléfono,No disponible,No disponible,
Otro,Mercaderista con experiencia supermercados/lácteos o embutidos ref.4,No disponible,No disponible,
Otro,Analista de Hidrografia,No disponible,No disponible,
Otro,Vendedor Campo Movistar full time C/S experiencia! Fijo +Bono de movilidad +Comisiones,No disponible,No disponible,
Otro,Asistente administrativo para área de aseguramiento de la calidad,No disponible,No disponible,
Otro,Coordinador de Costos y Presupuestos / Surco,No disponible,No disponible,
Otro,Asistente comercial,No disponible,No disponible,
Otro,Admisionista,No disponible,No disponible,
Otro,Asesor de Créditos por Convenio para Huánuco,No disponible,No disponible,
Otro,Técnico(a) de farmacia/Magdalena/Lima Cercado,No disponible,No disponible,
Otro,Ejecutivo de ventas Software,No disponible,Presencial y remoto,
Desarrollador de Software,Desarrollador web,No disponible,Presencial y remoto,
Otro,Gestor de Servicios: Tienda Chiclayo,No disponible,No disponible,
Otro,Asistente de recursos humanos,No disponible,No disponible,
Otro,Asesor Comercial de Créditos / Ag. Huanuco,No disponible,No disponible,
Otro,Asistente Comercial/Ate,No disponible,No disponible,
Otro,Analista de Selección y Desarrollo (Exp. Industrial),No disponible,No disponible,
Otro,Coordinador de Operaciones  Exp. Transporte,No disponible,No disponible,
Otro,Especialista en Meta ADS,No disponible,Presencial y remoto,
Otro,Almacén/ Inventarios/ Apilador eléctrico/ Proyecto/ Callao,No disponible,No disponible,
Otro,Asistente de Gerencia de Servicios,No disponible,No disponible,
Desarrollador de Software,"Programador, especialista en Backend y Frontend",No disponible,Presencial y remoto,
Otro,monitorista,No disponible,No disponible,
Otro,Coordinador de Talento y Cultura en RRHH,No disponible,No disponible,
Otro,Especialista en Integración de Protocolos Industriales,No disponible,No disponible,
Otro,Practicante Profesional de Geotecnia,No disponible,No disponible,
Otro,Atención al cliente,No disponible,Presencial y remoto,
Otro,Supervisor de Producción,No disponible,No disponible,
Otro,Auxiliar de Almacén   La Victoria,No disponible,No disponible,
Otro,Asesor(a) de Negocios de Crédito Grupal,No disponible,No disponible,
Otro,Asesor(a) de Negocios en Crédito Individual/ Master,No disponible,No disponible,
Otro,Asistente de Soporte Técnico en Sistemas para Puente Piedra,No disponible,No disponible,
Otro,Auxiliar de Manejo de la Información,No disponible,No disponible,
Otro,Asesor(a) Inmobiliario/ Huacho/ Lotes,No disponible,No disponible,
Otro,Docente PreGrado de Física II y III,No disponible,No disponible,
Otro,Recepcionista / Asistente Administrativo,No disponible,No disponible,
Otro,Asistente de Almacén,No disponible,No disponible,
Otro,"Chofer de bomba A3B, A3C",No disponible,No disponible,
Otro,Gestor de Cobranza (Ag. Ayaviri),No disponible,No disponible,
Otro,Asesor de Negocios  Tienda San Jose,No disponible,No disponible,
Otro,Técnico de Mantenimiento Predictivo,No disponible,No disponible,
Otro,Gestor Supervisor de Operaciones y Servicios: Bagua Chica,No disponible,No disponible,
Otro,Ejecutivo Corporativo de Ventas (Pos de Culqi) / Chiclayo,No disponible,No disponible,
Otro,Web master,No disponible,No disponible,
Otro,Gestor Supervisor de Operaciones y Servicios: Chulucanas,No disponible,No disponible,
Otro,Analista de Inteligencia Comercial,No disponible,Presencial y remoto,
Otro,Supervisor de venta en campo/ Planilla /Bonos / Huancayo,No disponible,No disponible,
Otro,Docentes de Ingeniería de Sistemas/ Software / Sede Trujillo,No disponible,No disponible,
Otro,Únete a nuestro equipo Scotiabank /  Asesor financiero,No disponible,No disponible,
Otro,Asistente de Recursos Humanos,No disponible,No disponible,
Otro,Asistente administrativo y Recursos Humanos,No disponible,No disponible,
Otro,Operario de voladura experiencia en tajo abierto,No disponible,No disponible,
Otro,asistente comercial,No disponible,No disponible,
Otro,Analista de Seleccion,No disponible,No disponible,
Otro,Soporte Técnico TI,No disponible,No disponible,
Otro,Únete a nuestro equipo Scotiabank /  Asesor financiero,No disponible,No disponible,
Otro,Asesor(a) en Formación de Crédito Individual,No disponible,No disponible,
Otro,Asesor(a) de Negocios / Asesor(a) de Créditos / Huanta,No disponible,No disponible,
Otro,Analista de proyectos TI /Comas,No disponible,No disponible,
Otro,Médico Oncólogo de Detección Temprana y Prevención  Centro de Bienestar /Miraflores,No disponible,No disponible,
Otro,Asistente de Reclutamiento y Selección,No disponible,Presencial y remoto,
Otro,Auxiliar de facturación,No disponible,No disponible,
Otro,"Promotor Canal Tradicional / Gana hasta 1730,00 + Movilidad cubierta + descanso D O M I N G O",No disponible,No disponible,
Otro,Atencion al cliente de Sorteos Claro / con o sin experiencia / Turno tarde,No disponible,No disponible,
Otro,Asesor de negocios (Oficial de Negocios Nuevos Mercados II): Tarma,No disponible,No disponible,
Otro,Teleoperador/a para campamento,No disponible,No disponible,
Otro,Evaluador de Fenología,No disponible,No disponible,
Otro,Jefe de Ventas Stand Alone Aldo Jockey Plaza,No disponible,No disponible,
Otro,Jefe de Honorarios médicos,No disponible,No disponible,
Otro,Op. de Tractor sobre Oruga/Rég. Cons. Civil 14x7,No disponible,No disponible,
Otro,Vendedor,No disponible,No disponible,
Otro,Asistente de RRHH y contable,No disponible,No disponible,
Otro,Ingeniero Agrónomo Pacomarca,No disponible,No disponible,
Otro,Asistente Cobranza,No disponible,No disponible,
Otro,Tomador de muestras,No disponible,No disponible,
Otro,Practicante de Asuntos Regulatorios,No disponible,No disponible,
Otro,Asistente administrativa,No disponible,No disponible,
Otro,Asistente de Marketing,No disponible,No disponible,
Otro,Atencion al Cliente,No disponible,No disponible,
Otro,Asistente,No disponible,No disponible,
Otro,UPN: Asesor de Ventas Temporal  / Campus Trujillo,No disponible,No disponible,
Otro,Jefe de Soporte Técnico Sistemas,No disponible,No disponible,
Otro,Asistente Contable Junior (Estudio Jurídico),No disponible,No disponible,
Otro,Inspector de PDI (Carrocería de buses y camiones),No disponible,No disponible,
Otro,Líder de Cuadrilla e Infraestructura,No disponible,No disponible,
Analista BI,Analista BI/Minería,No disponible,No disponible,
Otro,Analista de Planificación Estratégica/Proveedores/Sector Minero,No disponible,No disponible,
Desarrollador de Software,Desarrollador de Sistemas de Soporte Informático/Minería,No disponible,No disponible,
Otro,Ingeniero de Procesos,No disponible,No disponible,
Otro,Arquitecto de Soluciones,No disponible,Presencial y remoto,
Otro,Analista de Reclutamiento y Selección Bilingüe  Call Center,No disponible,Presencial y remoto,
Otro,Op. de Excavadora sobre orugas c/martillo hidráulico,No disponible,No disponible,
Otro,Técnico(a) de Farmacia Cerro Colorado: Urb. San Juan,No disponible,No disponible,
Otro,Operario producción / Sede Lurin + Alimentación,No disponible,No disponible,
Otro,Soporte Técnico,No disponible,No disponible,
Otro,Representante de Ventas (Afiliaciones),No disponible,No disponible,
Desarrollador de Software,Programador Web,No disponible,No disponible,
Otro,Encargado(a) de tienda (Sede Centro de lima),No disponible,No disponible,
Otro,Panadero turno mañana,No disponible,No disponible,
Otro,Operario de tintes  / Sede Los Olivos,No disponible,No disponible,
Otro,Operador de Perforadora Rockdrill/Rég. Cons. Civil 14x7,No disponible,No disponible,
Otro,Asesores de ventas Productos financieros C/ Experiencia en Banco BBVA,No disponible,No disponible,
Otro,Recepcion y Call center,No disponible,No disponible,
Otro,Urgente Ayudantes de reparto y Operario de producción en tarma,No disponible,No disponible,
Otro,Auxiliar de Tráfico (Arequipa),No disponible,No disponible,
Otro,Asistente(a) de Contabilidad /Sector Minería /Lima,No disponible,No disponible,
Otro,Analista Sr de Planificación Supply Chain  Sede Huachipa,No disponible,No disponible,
Otro,Analista Senior de Planificación Sede Callao,No disponible,No disponible,
