puesto_estandarizado,empresa,ubicacion,modalidad,salario_estimado
Otro,Jefe de Soporte Técnico,No disponible,No disponible,
Otro,Técnico de Soporte Junior,No disponible,No disponible,
Otro,Analista de Planeamiento,No disponible,No disponible,
Otro,Operador de Rayos X / Régimen acuartelado 14x7/ Huamachuco,No disponible,No disponible,
Otro,Auxiliar de almacén,No disponible,No disponible,
Otro,Asesor Ventas,No disponible,Presencial y remoto,
Ingeniero de Datos,Ingeniero de Datos,No disponible,Presencial y remoto,
Otro,Analista QA Funcional exp en APIS,No disponible,Presencial y remoto,
Otro,Auxiliar de reparto,No disponible,No disponible,
Otro,Asistente de Soporte Técnico Presencial,No disponible,No disponible,
Otro,tecnico en networking  horarios rotativos,No disponible,No disponible,
Analista Funcional,Analista Funcional,No disponible,Presencial y remoto,
Otro,"Auxiliar Administrativo(a), Digitador(a), Almacenero",No disponible,No disponible,
Otro,Ayudante de Almacén de Alimentos,No disponible,No disponible,
Otro,Asistente de Almacén / Villa El Salvador,No disponible,No disponible,
Otro,Asesor O Agente De Ventas/ Inmobiliario,No disponible,Presencial y remoto,
Otro,Se busca Promotor de tarjetas de créditos en Plaza Vea Lurin,No disponible,No disponible,
Otro,Financiera oh! Ejecutivo de Ventas Plaza Vea Ilo / part time o full time,No disponible,No disponible,
Otro,Soporte Técnico,No disponible,No disponible,
Otro,Soporte Técnico,No disponible,No disponible,
Otro,Analista de Información / sector minero,No disponible,No disponible,
Otro,Asistente de Atención al Cliente y Caja,No disponible,No disponible,
Otro,Docente Tiempo Completo / Ing. de Sistemas / Breña,No disponible,No disponible,
Desarrollador de Software,Analista programador/a de sistemas,No disponible,No disponible,
Otro,Asistente Académico de Arquitectura,No disponible,No disponible,
Otro,Rescatista para Mina,No disponible,No disponible,
Otro,Químico farmacéutico / Unidad Minera,No disponible,No disponible,
Otro,Operador de Monitoreo,No disponible,No disponible,
Otro,Monitor de GPS con o sin experiencia,No disponible,No disponible,
Otro,Promotora de Salud  con experiencia,No disponible,No disponible,
Otro,Biólogo o microbiólogo,No disponible,No disponible,
Otro,Líder Técnico  SAP,No disponible,No disponible,
Otro,"Docente Pregrado Eval nutricional y crecimiento y desarrollo, Fisiología y nutrición en el ejercicio",No disponible,No disponible,
Otro,Asesor de Negocios Con/Sin Experiencia Agencia Puerto Bermúdez,No disponible,No disponible,
Otro,Analista de Desarrollo de Modelos Estadísticos,No disponible,Presencial y remoto,
Otro,"Docente Pregrado Promoción de estilos de vida saludables, Nutrición Humana I",No disponible,No disponible,
Otro,Asistente de datos,No disponible,No disponible,
Otro,Ingeniero Preventa / Networking,No disponible,No disponible,
Otro,Jefe de Ti,No disponible,No disponible,
Otro,Coordinador de Proyectos,No disponible,No disponible,
Desarrollador de Software,Analista de Desarrollo Programador,No disponible,No disponible,
Otro,Practicante Profesional de Compras,No disponible,No disponible,
Otro,Docente de Pregrado Química Orgánica e Inorgánica,No disponible,No disponible,
Otro,Ate: Planner de Servicios,No disponible,No disponible,
Desarrollador de Software,analista programador,No disponible,Presencial y remoto,
Otro,Jefe de Prácticas en Nutrición Comunitaria,No disponible,No disponible,
Otro,Analista de Bases de Datos y Modelado – SQL,No disponible,Presencial y remoto,
Otro,Oficial Aeroportuario / Sueldo S/. 2400/Régimen acuartelado 14x7/ Huamachuco/ La Libertad,No disponible,No disponible,
Otro,Asistente de Soporte de Aulas,No disponible,No disponible,
Otro,analista calidad,No disponible,Presencial y remoto,
Otro,Docente Pregrado Morfofisiología I y II,No disponible,No disponible,
Otro,Analista de Automatización y Datos – Python y PySpark,No disponible,No disponible,
Otro,Asistente de Soporte Técnico,No disponible,No disponible,
Otro,Capitán de mozos y Jefe de restaurante,No disponible,No disponible,
DBA,Administrador de Base de Datos,No disponible,Presencial y remoto,
Analista BI,Analista en Power BI,No disponible,Presencial y remoto,
Otro,Técnico de Soporte Junior,No disponible,No disponible,
Otro,Jefe de Prácticas en Morfofisiología II,No disponible,No disponible,
Otro,Asistente de Gestión Documentaria / Temporal,No disponible,No disponible,
Otro,analista de logística,No disponible,No disponible,
Otro,UPN: Asistente de Operaciones de Sede / Campus Los Olivos,No disponible,No disponible,
Otro,Conductor,No disponible,No disponible,
Otro,Admisionista,No disponible,No disponible,
Otro,Coordinador/Auditor ISO 27001 9001,No disponible,Presencial y remoto,
Otro,"Tecnico Instalador de Internet, Telefonía y Cable",No disponible,No disponible,
Otro,Asistente de Infraestructura y seguridad de la información,No disponible,Presencial y remoto,
Desarrollador Backend,Analista Backend .Net,No disponible,No disponible,
Otro,Operador de Base de Datos Oracle/Híbrido/La Victoria,No disponible,Presencial y remoto,
Product Manager,Experiencia en Servidores: Supervisor o Product Manager Comercial/   para marcas como HP o  ASUS.,No disponible,No disponible,
Otro,Operador de Sistemas,No disponible,Presencial y remoto,
Otro,Especialista en Digitalización y Archivo / Temporal,No disponible,No disponible,
Desarrollador de Software,Analista programador,No disponible,No disponible,
Otro,Especialista de Soporte Técnico en Redes y servidores,No disponible,No disponible,
Otro,Técnico en Telecomunicaciones / Licencia A1,No disponible,No disponible,
Otro,Personal con Ingles Intermedio/Avanzado,No disponible,No disponible,
Otro,Ejecutivo comercial,No disponible,No disponible,
Otro,Asistente de Soporte Técnico,No disponible,No disponible,
Desarrollador de Software,Analista Programador de aplicaciones WEB,No disponible,Presencial y remoto,
Otro,Asistente de Sistemas,No disponible,No disponible,
Otro,Jefe (a) del Departamento de Logística,No disponible,No disponible,
Otro,Operador de Camaras,No disponible,No disponible,
Otro,Analista de soporte técnico / Domino's Pizza,No disponible,No disponible,
Otro,Auxiliar de TI,No disponible,No disponible,
Desarrollador de Software,Desarrollador(a) Junior Fullstack,No disponible,No disponible,
Otro,"Técnico Instalador de Internet, Telefonía y Cable",No disponible,No disponible,
Otro,Coordinador de Operaciones tecnicas,No disponible,Presencial y remoto,
Otro,Técnico(a) de Farmacia Hospitalaria,No disponible,No disponible,
SysAdmin,Administrador de Sistemas Windows,No disponible,Presencial y remoto,
Otro,Admisionista Ambulatoria /  Atención al cliente.,No disponible,No disponible,
Desarrollador de Software,Analista Programador Senior Full Stack,No disponible,No disponible,
Especialista en Ciberseguridad,Asistente de Ciberseguridad,No disponible,No disponible,
Analista de Datos,Analista de datos,No disponible,No disponible,
Otro,Coordinador  de flota,No disponible,No disponible,
Product Manager,"Supervisor o Product Manager Comercial  para DELL,   ASUS.",No disponible,No disponible,
Otro,Back Office Documentario / Temporal,No disponible,No disponible,
Otro,"Técnico de Soporte de Sistemas, Helpdesk para Clínica cercado  Lima",No disponible,No disponible,
Otro,Técnico experto en impresoras,No disponible,No disponible,
Otro,Técnico de Soport Pc y Printer,No disponible,No disponible,
Otro,Coordinador Junior TI,No disponible,No disponible,
Otro,Reparación de celulares Puerto Maldonado (con o sin experiencia),No disponible,No disponible,
Otro,Financiera oh! Se requiere Ejecutivo de Ventas Plaza Vea Puno/ Sin experiencia,No disponible,No disponible,
Otro,Atención al cliente y ventas Mall de Comas,No disponible,No disponible,
Otro,Escuela de Negocios MiBanco/ Ag. Los Olivos / MiBanco / Movilidad + Comisiones  + Utilidades,No disponible,No disponible,
Otro,Controlador de Riego,No disponible,No disponible,
Otro,Ingeniero de sistemas,No disponible,No disponible,
Otro,Gestor de Venta Credijoya: Tienda Cajamarca,No disponible,No disponible,
Otro,Asesor de Negocios  Con / Sin Experiencia Agencia Aguaytía,No disponible,No disponible,
Otro,Auxiliar de negocios regionales  (Lurín),No disponible,No disponible,
Otro,Asesor de Negocios Con Experiencia Agencia Chilca ( Cañete ),No disponible,No disponible,
Otro,señorita para asistente administrativo,No disponible,No disponible,
Otro,Asesor de Negocios / Sede ATE,No disponible,No disponible,
Otro,Administrador de Redes y Comunicaciones Senior,No disponible,No disponible,
Otro,Coordinador de Logística,No disponible,No disponible,
Otro,Técnico de Soporte TI,No disponible,No disponible,
Otro,Practicante contable,No disponible,No disponible,
Otro,Ejecutivo Comercial Repuestos / Rubro Automotriz,No disponible,No disponible,
Otro,Encargado de Ssoma,No disponible,No disponible,
Otro,Asistente Administrativo,No disponible,No disponible,
Otro,Soporte Técnico/La Victoria/Temporal,No disponible,No disponible,
Otro,Analista de Repuestos / Rubro Automotriz,No disponible,No disponible,
Otro,Practicante Profesional de Desarrollo de Software y PMO,No disponible,No disponible,
Otro,Jefe de operaciones / Tacna,No disponible,No disponible,
Otro,Asistente de Soporte Técnico,No disponible,No disponible,
Otro,Asesor Senior / Rubro Automotriz,No disponible,No disponible,
Otro,Coordinador de Cuenta con Experiencia en Prevención de Perdidas Retail y Seguridad Patrimonial,No disponible,No disponible,
Otro,Supervisor de Cuenta con Experiencia en Prevención de Perdidas Retail,No disponible,No disponible,
Otro,Se solicitan docentes,No disponible,Presencial y remoto,
Desarrollador de Software,Analista Programador especialista en PL SQL Sector Educacional o Banca,No disponible,Presencial y remoto,
Desarrollador de Software,Analista Programador Power Builder Sector Educacion o Banca,No disponible,Presencial y remoto,
Otro,Vigilante por remplazo,No disponible,No disponible,
Otro,Analista TI,No disponible,No disponible,
Otro,Auxiliar y Asistente de Presupuestos y Operaciones,No disponible,No disponible,
Otro,Diseñadora Moda,No disponible,No disponible,
Otro,Asesora de Atención al Cliente,No disponible,No disponible,
Otro,Asistente de Soporte Técnico,No disponible,No disponible,
Otro,"Técnico electricista de tableros y subestación eléctrica, grupo electrógeno y UPS",No disponible,No disponible,
Otro,Auxiliar de Almacén / Experiencia Distribución,No disponible,No disponible,
Otro,Gestor de Cobranza  Tienda Ayacucho,No disponible,No disponible,
Arquitecto de Datos,Arquitecto de Datos Junior,No disponible,Presencial y remoto,
Otro,Experto en Gobierno de Datos,No disponible,Presencial y remoto,
Otro,Operador de Centro Control C/S Experiencia Tercio y Quinto Superior Residencia en Arequipa,No disponible,No disponible,
Otro,auxiliar de reparto,No disponible,No disponible,
Otro,Asistente Ti,No disponible,No disponible,
Otro,UPN: Asistente de Operaciones de Sede / SJL,No disponible,No disponible,
Otro,Admisionista de Call Center Medio Tiempo,No disponible,No disponible,
Otro,Consultor de Operaciones TI,No disponible,Presencial y remoto,
Otro,Científico de Datos,No disponible,Presencial y remoto,
Otro,Gestor de Servicios Volante  San Isidro,No disponible,No disponible,
Otro,Ejecutivo corporativo de soporte y atención,No disponible,No disponible,
Otro,Técnico de Mantenimiento Tecnológico,No disponible,No disponible,
Otro,Técnico de Soporte Junior,No disponible,No disponible,
Analista Funcional,Analista de Sistemas / Proyecto de Innovación con ERP,No disponible,No disponible,
Desarrollador de Software,Programador SAP BO,No disponible,No disponible,
Otro,"Nutricionista con experiencia en concensionario,",No disponible,No disponible,
Desarrollador de Software,Asistente Programador,No disponible,No disponible,
Otro,Técnico FTTH,No disponible,No disponible,
Otro,Consultor ERP/Spring,No disponible,Presencial y remoto,
Otro,Analista QA/QC Senior,No disponible,No disponible,
Otro,Laboratorista de Materias Primas,No disponible,No disponible,
Otro,Asistente de Cctv / Lima Norte,No disponible,No disponible,
Otro,Especialista de Seguimiento,No disponible,No disponible,
Otro,Especialista de Seguimiento,No disponible,No disponible,
Otro,Analista QA/QC Junior,No disponible,No disponible,
Otro,BCP / Asesor Outbound IO Senior,No disponible,No disponible,
Otro,Especialista en RRHH,No disponible,No disponible,
Otro,Docente a Tiempo Completo de Sistema de Información Empresarial,No disponible,No disponible,
Otro,Admisionista,No disponible,No disponible,
Otro,Auxiliar de almacén,No disponible,No disponible,
Otro,Especialista en Licitaciones,No disponible,No disponible,
Project Manager,Jefe de Proyecto  C/E  Call Center,No disponible,No disponible,
Otro,Operador de Sistemas,No disponible,No disponible,
Desarrollador de Software,Desarrollador Fullstack Senior,No disponible,No disponible,
Otro,Soporte Técnico,No disponible,No disponible,
Otro,Soporte TI Nivel 3 Remoto,No disponible,No disponible,
Otro,Asistente Administrativo para rubro de ventas: Miraflores,No disponible,No disponible,
Otro,Asistente de operaciones,No disponible,No disponible,
Otro,UPN: Asistente de Soporte Técnico / ATE,No disponible,No disponible,
Otro,vendedor autopartes,No disponible,No disponible,
Otro,Practicante Profesional Soporte TI,No disponible,Presencial y remoto,
Otro,Operador de Telemarketing / Ventas para Rustica,No disponible,No disponible,
Otro,Analista de Centro de Control,No disponible,No disponible,
Otro,Técnico de soporte de dispositivos móviles y de cómputo,No disponible,No disponible,
Otro,Atencion al Cliente Recepcion,No disponible,No disponible,
Analista Funcional,Analista de Sistemas / Especialista en Soporte Tecnológico – Con experiencia en SAP BO,No disponible,No disponible,
Otro,Asistente de Sistemas Presencial,No disponible,No disponible,
Otro,Tecnólogo(a) Médica / Microbiología y Hematología,No disponible,No disponible,
Otro,Asistente de Centro de Control / Callao,No disponible,No disponible,
Analista Funcional,Analista de Sistemas,No disponible,No disponible,
Otro,Técnico de Soporte On Site,No disponible,No disponible,
Otro,Controlador(a),No disponible,No disponible,
Otro,Supervisor De Operaciones Ag. Trujillo,No disponible,No disponible,
Otro,Técnico Mecánico Automotriz,No disponible,No disponible,
Otro,Especialista de Riesgo Operacional y Continuidad del Negocio (24177),No disponible,Presencial y remoto,
Otro,Auxiliar de almacén,No disponible,No disponible,
Otro,Asistente de administración de almacenes,No disponible,No disponible,
